id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,12:45:00,17,31,1
1,08:55:00,13:45:00,16,3,1
2,07:00:00,10:45:00,14,18,1
3,07:00:00,09:45:00,9,13,1
4,07:00:00,09:25:00,24,0,1
5,07:00:00,10:40:00,15,28,1
6,07:00:00,08:20:00,16,26,1
7,11:15:00,13:30:00,11,16,1
8,07:00:00,10:50:00,9,22,1
9,11:05:00,13:30:00,11,18,1
10,07:00:00,09:40:00,6,14,1
11,07:00:00,12:50:00,12,5,1
12,09:10:00,10:15:00,26,3,1
13,07:00:00,08:35:00,2,4,2
14,10:05:00,13:25:00,9,23,2
15,07:00:00,13:10:00,12,18,1
16,07:00:00,09:25:00,26,14,2
17,07:00:00,08:55:00,11,14,1
18,07:00:00,10:40:00,8,2,1
19,07:15:00,12:35:00,11,7,1
