id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,09:00:00,22,28,1
1,07:00:00,08:25:00,7,10,1
2,07:00:00,08:15:00,17,29,1
3,07:00:00,09:05:00,6,21,1
4,07:00:00,09:05:00,8,26,1
5,07:00:00,10:55:00,28,8,1
6,07:00:00,10:50:00,24,5,1
7,07:00:00,09:35:00,1,11,1
8,07:00:00,08:35:00,15,20,2
9,07:00:00,08:55:00,10,15,1
10,07:20:00,09:25:00,11,8,1
11,07:00:00,09:20:00,1,29,1
12,07:00:00,10:10:00,26,11,1
13,07:00:00,09:50:00,25,28,2
14,07:00:00,11:00:00,21,18,1
15,07:00:00,09:20:00,8,9,1
16,07:00:00,08:05:00,29,11,1
17,07:00:00,09:00:00,24,15,1
18,07:00:00,08:20:00,23,17,1
19,07:00:00,08:00:00,28,19,1
20,07:00:00,08:05:00,31,30,1
21,07:00:00,08:30:00,10,27,1
22,07:00:00,09:25:00,6,29,1
23,07:00:00,10:05:00,2,16,1
24,07:00:00,09:10:00,13,10,1
25,07:00:00,09:35:00,25,27,1
26,07:00:00,08:30:00,19,11,1
27,07:00:00,08:25:00,2,15,1
28,07:00:00,08:35:00,24,29,2
29,07:00:00,08:55:00,14,7,1
30,07:00:00,10:25:00,13,10,1
31,07:00:00,08:10:00,11,20,1
32,07:00:00,08:45:00,5,19,1
33,07:00:00,08:20:00,12,30,3
34,07:30:00,10:35:00,24,26,1
35,07:00:00,09:20:00,11,25,1
36,07:00:00,09:15:00,24,4,2
37,07:00:00,09:05:00,18,21,1
38,07:00:00,09:05:00,3,14,1
39,07:00:00,10:35:00,19,27,1
40,07:00:00,09:05:00,6,28,1
41,08:35:00,09:55:00,26,2,1
42,07:00:00,08:10:00,14,21,1
43,07:30:00,10:35:00,21,18,1
44,07:00:00,10:15:00,0,29,1
45,07:00:00,10:00:00,13,11,1
46,07:30:00,09:55:00,10,20,1
47,07:00:00,08:05:00,22,3,1
48,07:00:00,10:20:00,13,16,1
49,07:00:00,10:25:00,13,2,1
50,07:00:00,08:30:00,22,17,1
51,07:00:00,10:35:00,28,8,2
52,07:15:00,10:30:00,21,26,1
53,07:00:00,09:45:00,9,23,1
54,07:00:00,08:25:00,2,30,1
55,09:00:00,10:05:00,9,27,1
56,07:00:00,10:05:00,18,27,2
57,07:00:00,10:35:00,16,14,1
58,07:00:00,09:50:00,10,15,1
59,07:00:00,09:55:00,0,8,1
