id, arrivalTime, startTime, pickUp, dropOff, amount
0,09:25:00,10:45:00,8,19,1
1,07:00:00,10:45:00,11,4,1
2,07:00:00,09:20:00,9,20,2
3,07:00:00,09:50:00,15,17,1
4,07:00:00,12:15:00,1,14,1
5,07:00:00,11:00:00,13,4,2
6,07:00:00,09:45:00,18,2,1
7,07:00:00,11:50:00,2,6,1
8,07:00:00,09:20:00,9,18,2
9,07:00:00,10:15:00,7,8,1
10,08:20:00,10:40:00,16,9,2
11,07:00:00,09:05:00,18,9,1
12,07:00:00,10:35:00,2,5,1
13,07:00:00,11:15:00,14,9,1
14,07:00:00,13:30:00,3,8,2
15,07:00:00,09:35:00,8,13,1
16,10:35:00,13:45:00,2,11,1
17,07:00:00,09:10:00,5,3,1
18,07:00:00,12:50:00,3,5,1
19,07:00:00,10:35:00,10,1,1
20,11:20:00,13:55:00,17,19,2
21,07:00:00,11:15:00,19,3,1
22,07:35:00,10:30:00,20,7,1
23,07:00:00,09:40:00,10,12,1
24,07:00:00,09:40:00,3,6,1
25,07:00:00,10:40:00,11,7,1
26,07:00:00,13:35:00,13,6,2
27,07:00:00,09:40:00,17,10,1
28,09:35:00,11:05:00,1,4,1
29,07:00:00,09:25:00,10,8,1
30,07:00:00,08:20:00,10,3,2
31,08:40:00,10:50:00,6,1,1
32,07:00:00,08:25:00,19,10,2
33,07:00:00,12:15:00,11,4,1
34,07:00:00,09:50:00,16,3,1
35,07:00:00,11:15:00,11,18,1
36,07:00:00,12:05:00,13,17,1
37,07:00:00,08:45:00,18,15,1
38,07:00:00,09:20:00,1,14,1
39,07:00:00,12:35:00,14,1,2
40,07:00:00,09:45:00,18,16,1
41,07:00:00,12:10:00,13,10,1
42,07:00:00,08:30:00,16,1,1
43,07:00:00,10:05:00,0,19,1
44,07:00:00,10:30:00,15,20,1
45,09:20:00,10:50:00,9,1,1
46,07:00:00,08:50:00,18,4,1
47,08:10:00,11:30:00,11,9,1
48,07:00:00,11:35:00,10,7,1
49,07:00:00,09:30:00,5,11,1
50,07:00:00,10:35:00,7,3,1
51,07:00:00,11:05:00,3,0,1
52,07:00:00,10:05:00,1,11,1
53,07:00:00,14:00:00,16,15,1
54,07:00:00,09:55:00,7,19,3
55,07:00:00,08:00:00,7,16,1
56,07:00:00,12:35:00,9,20,2
57,07:00:00,08:55:00,6,12,1
58,07:00:00,11:40:00,15,14,1
59,07:00:00,11:45:00,18,8,1
60,07:00:00,13:05:00,11,3,1
61,07:00:00,10:50:00,20,8,1
62,07:00:00,12:20:00,5,14,1
63,07:00:00,11:00:00,5,14,1
64,07:00:00,12:40:00,13,2,2
65,07:00:00,08:00:00,1,0,1
66,07:00:00,12:40:00,16,8,1
67,07:00:00,10:50:00,3,8,1
68,07:00:00,08:40:00,11,4,1
69,07:40:00,10:55:00,10,3,1
70,07:00:00,12:20:00,10,1,2
71,07:00:00,11:05:00,6,1,1
72,07:00:00,09:45:00,8,15,1
73,10:45:00,12:50:00,18,20,1
74,07:00:00,12:05:00,10,1,1
75,08:35:00,11:50:00,1,4,2
76,09:25:00,11:25:00,1,16,1
77,07:00:00,09:25:00,0,15,1
78,07:00:00,09:10:00,11,20,1
79,08:55:00,11:05:00,14,8,1
80,07:00:00,12:25:00,0,14,1
81,07:35:00,09:15:00,11,20,1
82,07:00:00,11:10:00,9,1,1
83,09:25:00,14:00:00,12,7,1
84,09:20:00,12:35:00,2,20,1
85,07:00:00,13:55:00,18,0,1
86,07:00:00,12:25:00,3,4,2
87,11:40:00,12:50:00,0,2,1
88,07:05:00,10:15:00,12,7,2
89,07:20:00,11:20:00,3,14,1
