id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,09:20:00,1,3,2
1,07:00:00,10:15:00,20,4,1
2,07:00:00,09:25:00,3,10,1
3,07:00:00,09:30:00,3,1,1
4,07:00:00,10:35:00,12,7,2
5,07:00:00,09:25:00,17,6,1
6,07:00:00,08:15:00,16,12,1
7,07:00:00,10:35:00,9,16,1
8,07:00:00,08:05:00,11,10,1
9,07:00:00,10:45:00,7,6,1
10,07:00:00,10:10:00,17,7,1
11,07:00:00,10:35:00,5,4,1
12,07:00:00,08:30:00,14,8,1
13,08:10:00,10:30:00,13,14,2
14,07:00:00,08:50:00,15,19,1
15,07:00:00,10:40:00,6,0,1
16,07:00:00,09:30:00,16,2,1
17,07:00:00,10:50:00,1,3,1
18,07:00:00,08:15:00,14,11,1
19,08:30:00,10:00:00,19,3,1
20,07:00:00,09:10:00,20,14,1
21,07:00:00,08:30:00,12,17,1
22,07:00:00,09:35:00,6,13,2
23,07:00:00,09:55:00,20,17,1
24,08:35:00,09:35:00,2,18,1
25,07:00:00,08:20:00,13,11,1
26,07:00:00,08:05:00,14,12,1
27,07:00:00,08:35:00,14,20,1
28,07:00:00,10:50:00,9,3,1
29,07:00:00,08:25:00,9,3,1
30,07:00:00,10:10:00,13,20,1
31,07:00:00,10:25:00,2,8,2
32,07:00:00,10:05:00,12,10,1
33,07:00:00,09:35:00,8,18,1
34,07:00:00,08:40:00,11,20,1
35,07:00:00,08:20:00,8,9,1
36,07:00:00,10:10:00,9,19,1
37,07:00:00,10:55:00,16,4,1
38,07:00:00,08:25:00,18,14,1
39,07:00:00,08:35:00,13,4,1
40,07:00:00,08:15:00,2,11,1
41,08:30:00,10:20:00,12,1,1
42,07:00:00,09:25:00,3,6,1
43,07:40:00,10:15:00,11,10,2
44,07:00:00,08:10:00,1,18,1
45,07:00:00,10:55:00,0,8,2
46,07:00:00,10:30:00,20,3,2
47,07:00:00,08:55:00,11,20,1
48,07:40:00,08:55:00,1,13,2
49,07:00:00,09:40:00,0,4,1
