id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,08:05:00,2,5,1
1,07:00:00,08:40:00,12,14,1
2,07:00:00,09:20:00,11,1,1
3,07:00:00,09:20:00,9,14,1
4,07:00:00,08:35:00,4,5,1
5,07:00:00,10:15:00,10,6,1
6,07:00:00,10:50:00,11,5,2
7,07:00:00,10:55:00,6,0,1
8,07:00:00,10:50:00,4,0,1
9,07:00:00,08:25:00,4,7,1
10,07:00:00,10:35:00,11,12,1
11,07:00:00,09:20:00,11,6,1
12,07:55:00,09:10:00,10,3,1
13,07:00:00,10:10:00,8,4,3
14,07:00:00,10:10:00,7,13,1
15,07:00:00,08:35:00,6,12,1
16,07:00:00,08:55:00,10,6,1
17,07:00:00,08:40:00,11,8,1
18,07:00:00,09:40:00,9,14,1
19,07:00:00,09:10:00,11,12,1
20,07:00:00,08:35:00,5,12,1
21,07:00:00,08:15:00,13,3,1
22,07:00:00,10:35:00,14,10,1
23,07:00:00,09:45:00,5,10,1
24,07:00:00,10:55:00,5,12,1
25,07:00:00,08:55:00,4,6,1
26,07:10:00,10:45:00,4,7,2
27,07:00:00,10:10:00,13,0,1
28,07:00:00,08:25:00,4,0,1
29,07:00:00,10:50:00,6,9,1
30,07:00:00,10:30:00,7,1,1
31,07:00:00,08:15:00,11,9,1
32,07:00:00,08:45:00,13,2,1
33,07:00:00,08:25:00,5,10,2
34,07:00:00,09:25:00,7,9,1
35,07:15:00,08:30:00,7,6,1
36,07:00:00,09:55:00,9,3,2
37,09:10:00,10:10:00,13,9,1
38,07:00:00,09:15:00,2,1,1
39,07:15:00,08:20:00,5,13,1
