id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,08:35:00,15,27,1
1,07:00:00,08:35:00,22,1,1
2,07:30:00,09:35:00,17,12,1
3,07:00:00,09:15:00,19,23,1
4,07:00:00,10:00:00,27,11,1
5,07:00:00,09:20:00,8,11,1
6,07:30:00,10:15:00,15,24,2
7,07:40:00,10:10:00,6,1,1
8,07:00:00,08:55:00,18,3,1
9,07:00:00,08:15:00,22,2,1
10,07:00:00,09:05:00,12,3,1
11,07:00:00,10:35:00,13,8,1
12,07:00:00,10:25:00,7,6,1
13,07:00:00,10:10:00,19,17,1
14,07:00:00,08:20:00,16,15,1
15,07:00:00,08:00:00,1,20,1
16,07:00:00,09:25:00,13,10,1
17,07:00:00,08:55:00,21,13,1
18,07:00:00,08:40:00,9,3,1
19,07:00:00,09:45:00,1,26,1
20,09:15:00,10:45:00,21,23,1
21,09:40:00,11:00:00,0,2,1
22,08:25:00,10:25:00,15,9,1
23,07:00:00,08:10:00,22,17,1
24,07:00:00,08:00:00,24,0,1
25,07:30:00,09:35:00,20,13,1
26,07:00:00,09:50:00,4,19,1
27,07:15:00,10:40:00,3,7,1
28,07:00:00,08:00:00,16,21,1
29,07:00:00,10:25:00,5,25,1
30,07:00:00,09:05:00,14,27,1
31,07:00:00,08:05:00,5,21,1
32,09:10:00,10:20:00,10,20,1
33,08:10:00,10:10:00,1,22,1
34,07:50:00,10:40:00,12,21,1
35,07:00:00,08:10:00,7,23,1
36,07:00:00,10:00:00,15,26,1
37,07:00:00,09:55:00,20,3,1
38,07:00:00,08:45:00,24,14,1
39,07:00:00,09:20:00,18,15,1
40,07:00:00,10:25:00,23,7,1
41,07:00:00,10:55:00,17,13,2
42,08:25:00,10:55:00,21,1,1
43,07:00:00,09:20:00,14,17,2
44,07:00:00,09:35:00,2,8,1
45,07:00:00,08:20:00,2,13,1
46,07:00:00,08:30:00,24,1,1
47,07:15:00,09:45:00,0,12,2
48,07:00:00,08:40:00,26,4,1
49,07:00:00,09:50:00,5,1,1
50,07:00:00,10:10:00,12,9,1
51,07:00:00,10:05:00,23,22,1
52,07:00:00,10:35:00,11,8,1
53,07:00:00,09:00:00,6,24,2
54,07:00:00,09:30:00,20,10,2
55,07:00:00,08:00:00,15,17,1
56,07:00:00,10:15:00,2,5,1
57,07:00:00,08:10:00,26,25,1
58,07:00:00,09:05:00,10,20,1
59,07:00:00,09:35:00,11,17,1
60,07:00:00,08:20:00,17,21,1
61,07:00:00,10:15:00,20,6,1
62,07:00:00,08:25:00,17,8,1
63,07:00:00,10:20:00,26,22,1
64,07:00:00,09:20:00,11,25,1
65,07:00:00,10:40:00,0,22,2
66,07:00:00,08:25:00,7,10,1
67,07:00:00,10:10:00,8,22,2
68,09:00:00,10:50:00,18,5,1
69,07:00:00,08:15:00,8,27,1
70,07:00:00,09:25:00,6,14,1
71,07:00:00,08:45:00,0,8,1
72,07:00:00,09:30:00,5,17,2
73,07:10:00,09:05:00,3,1,1
74,07:00:00,10:10:00,0,6,1
75,07:00:00,09:00:00,4,8,2
76,07:00:00,10:05:00,19,15,1
77,07:00:00,08:30:00,2,23,1
78,07:00:00,09:05:00,22,26,2
79,07:00:00,10:20:00,10,3,1
80,07:55:00,10:10:00,23,15,1
81,07:00:00,09:50:00,19,27,1
82,07:00:00,08:25:00,26,8,1
83,07:00:00,10:35:00,24,0,1
84,07:00:00,08:40:00,15,10,1
85,07:00:00,09:30:00,9,15,1
86,07:00:00,08:50:00,10,14,1
87,07:00:00,08:25:00,19,13,2
88,07:00:00,09:05:00,10,27,2
89,07:00:00,09:10:00,7,8,1
