id, arrivalTime, startTime, pickUp, dropOff, amount
0,08:10:00,12:35:00,12,6,2
1,07:00:00,08:15:00,24,0,1
2,07:00:00,09:20:00,18,14,1
3,07:00:00,08:40:00,9,5,1
4,07:15:00,13:50:00,12,1,1
5,07:00:00,09:30:00,0,16,1
6,07:00:00,10:15:00,12,23,1
7,07:00:00,09:40:00,16,24,1
8,07:00:00,13:15:00,13,11,2
9,10:40:00,13:15:00,23,17,2
10,07:00:00,13:05:00,10,22,1
11,07:00:00,08:55:00,19,22,1
12,07:00:00,09:35:00,3,23,1
13,07:00:00,08:05:00,5,22,1
14,08:55:00,13:25:00,16,1,2
15,07:00:00,09:05:00,12,9,1
16,07:00:00,09:55:00,23,12,1
17,07:00:00,09:05:00,4,24,1
18,07:35:00,13:40:00,12,1,2
19,07:00:00,09:40:00,25,2,1
20,07:00:00,09:40:00,8,9,1
21,07:00:00,11:40:00,21,6,1
22,07:00:00,08:35:00,4,10,2
23,07:00:00,09:40:00,16,9,1
24,07:55:00,08:55:00,5,25,1
25,07:00:00,10:50:00,8,11,1
26,07:00:00,08:10:00,25,6,1
27,07:00:00,10:05:00,17,7,1
28,10:55:00,13:30:00,13,4,2
29,07:00:00,10:20:00,1,25,1
30,07:00:00,11:00:00,2,25,1
31,07:00:00,09:15:00,17,4,1
32,08:05:00,12:40:00,24,21,1
33,07:00:00,11:10:00,6,14,1
34,07:00:00,13:30:00,3,1,2
35,07:00:00,11:25:00,24,3,1
36,07:00:00,12:30:00,2,19,1
37,07:00:00,09:40:00,14,13,1
38,08:55:00,13:05:00,11,6,1
39,07:00:00,10:40:00,7,0,1
40,07:00:00,11:25:00,19,20,1
41,09:10:00,13:50:00,7,14,1
42,10:45:00,14:00:00,10,13,1
43,09:00:00,12:50:00,6,3,2
44,08:55:00,11:10:00,8,22,1
45,07:00:00,13:15:00,10,25,1
46,07:00:00,09:10:00,9,14,1
47,07:00:00,13:40:00,14,19,1
48,07:00:00,12:25:00,20,16,1
49,07:00:00,10:15:00,3,6,1
50,08:40:00,13:30:00,13,20,1
51,12:25:00,13:50:00,3,12,1
52,07:00:00,10:40:00,20,23,1
53,07:00:00,12:45:00,17,0,1
54,07:00:00,13:40:00,1,10,2
55,09:55:00,11:00:00,14,23,1
56,07:55:00,12:25:00,15,9,1
57,07:00:00,08:15:00,1,14,1
58,07:00:00,11:35:00,15,0,1
59,07:00:00,12:25:00,19,22,1
