4 60 480 6 0
0 0.0 0 0.0 480 480
1 2.0 1 170.0 185.0 20.72
2 2.0 1 90.0 105.0 20.72
3 2.0 1 90.0 105.0 14.77
4 2.0 1 80.0 95.0 24.83
5 2.0 1 80.0 95.0 16.47
6 2.0 1 115.0 130.0 9.7
7 2.0 1 65.0 80.0 49.58
8 2.0 1 60.0 75.0 16.47
9 2.0 1 90.0 105.0 32.6
10 2.0 1 155.0 170.0 40.8
11 2.0 1 145.0 160.0 24.45
12 2.0 1 110.0 125.0 31.12
13 2.0 1 170.0 185.0 49.58
14 2.0 1 95.0 110.0 49.58
15 2.0 1 145.0 160.0 40.7
16 2.0 1 120.0 135.0 48.58
17 2.0 1 100.0 115.0 45.13
18 2.0 2 220.0 235.0 16.47
19 2.0 2 210.0 225.0 46.35
20 2.0 1 160.0 175.0 22.92
21 2.0 2 80.0 95.0 36.05
22 2.0 1 105.0 120.0 33.08
23 2.0 3 200.0 215.0 36.48
24 2.0 2 70.0 85.0 27.98
25 2.0 1 205.0 220.0 35.85
26 2.0 1 115.0 130.0 37.67
27 2.0 1 70.0 85.0 29.95
28 2.0 1 230.0 245.0 24.13
29 2.0 1 105.0 120.0 14.5
30 2.0 2 170.0 185.0 32.48
31 2.0 -1 177.72 205.72 20.72
32 2.0 -1 97.72 125.72 20.72
33 2.0 -1 94.77 119.77 14.77
34 2.0 -1 89.83 119.83 24.83
35 2.0 -1 85.47 111.47 16.47
36 2.0 -1 117.7 139.7 9.7
37 2.0 -1 92.58 129.58 49.58
38 2.0 -1 65.47 91.47 16.47
39 2.0 -1 104.6 137.6 32.6
40 2.0 -1 175.8 210.8 40.8
41 2.0 -1 154.45 184.45 24.45
42 2.0 -1 124.12 156.12 31.12
43 2.0 -1 197.58 234.58 49.58
44 2.0 -1 122.58 159.58 49.58
45 2.0 -1 165.7 200.7 40.7
46 2.0 -1 146.58 183.58 48.58
47 2.0 -1 124.13 160.13 45.13
48 2.0 -2 225.47 251.47 16.47
49 2.0 -2 235.35 271.35 46.35
50 2.0 -1 168.92 197.92 22.92
51 2.0 -2 97.05 131.05 36.05
52 2.0 -1 120.08 153.08 33.08
53 2.0 -3 217.48 251.48 36.48
54 2.0 -2 81.98 112.98 27.98
55 2.0 -1 221.85 255.85 35.85
56 2.0 -1 133.67 167.67 37.67
57 2.0 -1 82.95 114.95 29.95
58 2.0 -1 239.13 269.13 24.13
59 2.0 -1 109.5 134.5 14.5
60 2.0 -2 184.48 217.48 32.48
61 0.0 0 0.0 480 480
