id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,11:30:00,20,22,1
1,07:00:00,12:55:00,19,7,1
2,10:40:00,13:20:00,21,12,1
3,07:00:00,12:55:00,23,0,2
4,11:25:00,13:15:00,17,2,1
5,07:00:00,09:50:00,18,0,1
6,07:00:00,13:20:00,22,15,1
7,07:00:00,10:00:00,14,4,1
8,08:05:00,10:25:00,1,13,1
9,07:00:00,08:40:00,7,16,2
10,07:00:00,12:00:00,2,0,1
11,07:00:00,11:00:00,7,0,1
12,07:00:00,08:35:00,5,12,2
13,07:00:00,11:45:00,24,25,1
14,08:25:00,09:55:00,7,25,2
15,07:00:00,08:10:00,12,14,1
16,07:00:00,08:40:00,12,22,1
17,07:00:00,10:05:00,7,4,1
18,07:00:00,09:45:00,8,13,1
19,07:00:00,08:35:00,5,9,1
20,07:00:00,08:30:00,16,9,1
21,08:25:00,13:05:00,12,24,1
22,07:00:00,11:35:00,22,24,1
23,07:00:00,13:40:00,9,14,2
24,11:40:00,12:55:00,2,0,1
25,07:00:00,09:30:00,14,25,1
26,07:00:00,13:40:00,13,3,1
27,07:00:00,12:15:00,25,16,2
28,07:00:00,12:20:00,4,6,2
29,08:25:00,13:30:00,8,22,1
30,07:00:00,10:50:00,21,8,1
31,07:00:00,08:50:00,14,23,2
32,08:35:00,12:35:00,0,19,1
33,07:00:00,12:10:00,24,19,2
34,07:00:00,12:55:00,16,12,1
35,07:00:00,11:10:00,17,14,1
36,07:00:00,08:50:00,6,20,1
37,07:00:00,09:55:00,23,19,1
38,07:00:00,11:10:00,15,22,1
39,09:20:00,11:50:00,18,2,1
40,09:00:00,12:35:00,2,12,1
41,07:00:00,10:20:00,11,8,1
42,07:00:00,13:05:00,22,8,1
43,07:00:00,10:45:00,7,16,2
44,07:00:00,13:05:00,5,9,1
45,07:00:00,10:50:00,3,18,2
46,09:20:00,11:10:00,8,9,1
47,07:00:00,08:25:00,6,1,1
48,07:00:00,10:05:00,22,0,1
49,07:00:00,11:25:00,16,12,1
