id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,13:25:00,25,23,2
1,10:30:00,13:40:00,7,13,1
2,10:55:00,12:55:00,30,0,2
3,07:00:00,11:05:00,3,26,1
4,07:00:00,08:05:00,13,6,2
5,07:00:00,15:45:00,4,14,1
6,07:00:00,13:45:00,11,28,2
7,12:45:00,16:20:00,13,28,2
8,07:00:00,09:15:00,28,10,1
9,12:05:00,17:00:00,17,21,1
10,07:00:00,12:15:00,1,15,1
11,10:55:00,13:45:00,12,14,1
12,07:00:00,09:25:00,8,26,2
13,07:00:00,13:45:00,28,22,1
14,07:00:00,13:15:00,17,1,2
15,07:10:00,14:30:00,29,0,1
16,07:50:00,16:10:00,5,18,1
17,07:00:00,08:30:00,16,3,1
18,11:25:00,17:00:00,15,12,1
19,07:00:00,15:10:00,16,31,1
20,07:00:00,10:30:00,1,19,1
21,08:40:00,09:55:00,15,4,1
22,08:35:00,12:35:00,30,29,1
23,07:00:00,14:00:00,0,1,1
24,07:00:00,13:35:00,28,18,1
25,07:00:00,11:30:00,2,11,1
26,07:00:00,15:35:00,6,22,2
27,07:00:00,09:30:00,18,19,1
28,07:00:00,11:40:00,11,1,1
29,07:00:00,09:15:00,5,4,1
30,07:00:00,11:55:00,10,14,1
31,07:00:00,12:15:00,24,12,1
32,07:10:00,15:10:00,23,2,1
33,07:00:00,14:45:00,18,5,2
34,07:00:00,08:30:00,16,15,1
35,10:35:00,16:00:00,9,17,1
36,07:00:00,09:05:00,21,1,1
37,12:50:00,16:25:00,18,9,1
38,07:00:00,11:30:00,7,2,1
39,07:00:00,11:55:00,2,14,1
40,07:00:00,13:45:00,20,6,1
41,07:00:00,12:35:00,19,2,1
42,14:25:00,16:10:00,9,0,1
43,07:00:00,10:35:00,2,12,2
44,07:00:00,12:50:00,25,11,1
45,07:00:00,13:45:00,31,8,2
46,07:00:00,12:05:00,7,19,1
47,07:00:00,13:20:00,1,16,1
48,07:00:00,15:05:00,22,2,1
49,07:00:00,11:25:00,3,28,1
50,09:35:00,17:00:00,15,27,1
51,07:00:00,16:15:00,5,23,1
52,07:00:00,16:40:00,1,27,1
53,07:00:00,16:10:00,27,30,1
54,07:00:00,12:15:00,7,3,1
55,11:55:00,16:35:00,28,9,1
56,07:00:00,10:45:00,24,14,1
57,07:00:00,09:30:00,21,5,1
58,07:50:00,13:35:00,3,17,1
59,07:00:00,11:25:00,8,10,2
60,07:00:00,09:05:00,15,10,2
61,07:00:00,08:55:00,24,0,2
62,07:00:00,08:00:00,24,28,1
63,07:00:00,09:10:00,17,25,1
64,07:00:00,10:55:00,31,5,1
65,07:50:00,16:50:00,17,20,1
66,08:35:00,12:50:00,19,29,1
67,07:00:00,13:40:00,11,13,2
68,07:00:00,12:50:00,4,2,1
69,07:00:00,10:15:00,0,11,1
