id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:55:00,12:05:00,6,3,1
1,07:00:00,08:10:00,7,12,1
2,07:00:00,13:25:00,11,7,1
3,08:40:00,12:05:00,2,11,1
4,07:00:00,10:25:00,14,2,1
5,07:00:00,10:05:00,10,13,1
6,07:00:00,08:25:00,0,5,1
7,07:00:00,12:30:00,2,12,1
8,07:00:00,11:55:00,7,1,1
9,07:00:00,13:25:00,6,8,1
10,07:30:00,13:40:00,0,11,1
11,07:00:00,09:50:00,8,14,2
12,11:00:00,14:00:00,12,9,2
13,07:00:00,08:00:00,5,9,2
14,10:30:00,12:45:00,3,1,1
15,10:30:00,12:45:00,3,5,1
16,07:00:00,13:00:00,0,12,1
17,07:00:00,13:35:00,6,4,1
18,07:00:00,09:25:00,3,7,2
19,07:00:00,10:15:00,10,6,1
20,09:45:00,10:50:00,8,5,1
21,07:00:00,08:50:00,4,7,1
22,07:00:00,10:45:00,0,6,1
23,07:00:00,08:10:00,0,5,1
24,07:55:00,13:50:00,8,5,2
25,07:00:00,10:40:00,8,0,1
26,07:00:00,13:30:00,7,6,1
27,07:00:00,08:35:00,14,1,1
28,09:05:00,10:05:00,13,14,1
29,07:00:00,12:05:00,11,3,1
30,07:00:00,11:20:00,11,12,1
31,07:00:00,13:15:00,10,5,1
32,08:00:00,09:50:00,8,12,2
33,07:00:00,08:05:00,10,5,1
34,11:00:00,13:15:00,8,6,1
35,07:00:00,09:00:00,8,14,1
36,07:00:00,13:25:00,13,12,1
37,07:15:00,11:55:00,6,10,1
38,07:00:00,11:25:00,6,0,1
39,07:20:00,11:55:00,7,12,1
40,07:00:00,08:05:00,6,14,1
41,07:00:00,13:30:00,5,0,1
42,07:00:00,11:30:00,7,10,1
43,07:00:00,10:30:00,11,7,2
44,07:00:00,11:15:00,12,3,1
45,07:00:00,11:10:00,7,10,1
46,07:00:00,10:40:00,4,13,1
47,07:00:00,08:45:00,8,11,1
48,07:00:00,08:30:00,5,1,1
49,07:00:00,09:55:00,7,0,1
50,07:25:00,12:45:00,5,12,2
51,07:00:00,12:25:00,10,1,1
52,10:35:00,13:00:00,3,11,1
53,07:00:00,13:40:00,0,11,1
54,07:00:00,10:25:00,7,5,1
55,07:00:00,13:25:00,1,13,1
56,07:00:00,11:35:00,0,12,1
57,08:50:00,11:20:00,8,14,1
58,07:00:00,11:45:00,9,12,1
59,08:50:00,13:50:00,14,13,2
60,07:00:00,09:30:00,2,3,1
61,07:00:00,09:55:00,3,6,2
62,07:00:00,11:45:00,13,6,1
63,08:30:00,10:05:00,1,2,2
64,07:00:00,09:00:00,0,3,1
65,07:00:00,13:10:00,6,2,1
66,07:00:00,12:45:00,7,4,1
67,07:00:00,08:50:00,3,0,1
68,07:00:00,09:35:00,7,6,1
69,07:00:00,12:35:00,4,13,1
70,07:00:00,09:10:00,7,12,1
71,07:00:00,08:25:00,13,7,1
72,07:00:00,08:20:00,10,3,1
73,07:00:00,13:55:00,6,1,1
74,07:00:00,10:00:00,8,7,1
75,07:00:00,08:50:00,1,3,1
76,10:00:00,13:35:00,8,13,1
77,09:40:00,12:20:00,7,14,1
78,07:00:00,12:10:00,5,7,1
79,07:00:00,10:00:00,8,7,1
80,07:00:00,10:25:00,4,6,1
81,07:00:00,10:05:00,3,14,1
82,07:00:00,11:20:00,6,14,1
83,11:40:00,13:45:00,6,10,1
84,07:00:00,08:55:00,7,0,1
85,09:00:00,13:00:00,13,14,1
86,07:00:00,10:55:00,5,8,1
87,07:00:00,12:55:00,6,2,1
88,07:00:00,13:05:00,5,10,1
89,11:45:00,13:10:00,13,14,1
90,07:00:00,13:25:00,8,11,1
91,07:00:00,12:30:00,8,9,1
92,07:00:00,09:45:00,8,0,1
93,07:00:00,09:35:00,9,6,2
94,12:20:00,13:20:00,10,14,1
95,07:00:00,09:40:00,6,14,1
96,07:00:00,11:50:00,0,13,1
97,11:55:00,13:05:00,9,5,1
98,07:00:00,09:55:00,0,9,1
99,07:00:00,12:15:00,5,1,1
