id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,15:40:00,31,7,1
1,07:00:00,15:30:00,20,3,1
2,07:00:00,12:35:00,25,7,1
3,07:00:00,09:50:00,2,11,1
4,07:00:00,12:20:00,1,10,1
5,07:00:00,14:55:00,8,23,2
6,08:30:00,13:35:00,10,4,1
7,07:00:00,13:35:00,4,8,2
8,11:50:00,15:50:00,29,0,1
9,07:00:00,10:15:00,17,25,2
10,07:00:00,08:30:00,27,12,1
11,14:05:00,16:00:00,13,0,1
12,07:00:00,11:50:00,20,26,1
13,07:00:00,10:20:00,2,31,1
14,07:00:00,16:35:00,19,11,1
15,08:55:00,12:55:00,2,21,2
16,12:10:00,13:50:00,29,26,1
17,14:20:00,16:25:00,28,9,1
18,11:30:00,16:25:00,31,8,1
19,07:00:00,13:25:00,9,1,1
20,07:00:00,12:45:00,29,12,1
21,07:10:00,13:10:00,5,25,1
22,12:15:00,14:05:00,6,16,1
23,07:25:00,16:00:00,27,0,1
24,08:20:00,15:50:00,25,11,1
25,07:00:00,15:55:00,15,9,1
26,07:00:00,13:20:00,19,14,1
27,07:00:00,13:55:00,8,31,1
28,13:05:00,15:30:00,29,19,1
29,07:00:00,10:20:00,25,27,1
30,07:00:00,10:40:00,11,18,1
31,07:00:00,12:45:00,15,13,1
32,07:00:00,10:10:00,11,19,2
33,07:00:00,13:20:00,1,7,1
34,07:00:00,15:45:00,23,29,3
35,07:00:00,14:55:00,16,27,3
36,07:00:00,09:00:00,25,19,1
37,12:45:00,14:00:00,4,12,1
38,08:15:00,15:35:00,27,7,1
39,07:00:00,08:30:00,4,21,1
40,07:00:00,16:25:00,12,5,1
41,10:30:00,16:15:00,4,6,1
42,07:00:00,11:20:00,20,17,1
43,07:00:00,13:50:00,19,31,1
44,07:00:00,08:25:00,0,25,1
45,07:00:00,10:50:00,24,29,2
46,07:00:00,11:40:00,11,22,1
47,07:00:00,13:25:00,21,27,1
48,07:00:00,11:00:00,7,31,1
49,07:00:00,10:35:00,12,7,1
50,10:25:00,12:20:00,23,19,1
51,07:00:00,08:45:00,8,5,2
52,07:00:00,11:15:00,21,0,1
53,07:00:00,09:35:00,22,11,1
54,07:00:00,15:55:00,1,23,1
55,07:15:00,09:20:00,17,22,2
56,07:00:00,08:45:00,18,28,2
57,07:00:00,14:55:00,21,15,1
58,08:20:00,10:20:00,16,19,1
59,07:00:00,13:15:00,25,19,1
60,07:00:00,09:50:00,17,1,1
61,07:00:00,15:55:00,20,21,1
62,07:40:00,12:30:00,21,5,1
63,08:20:00,14:00:00,2,18,1
64,07:00:00,08:45:00,15,31,1
65,09:50:00,14:50:00,25,17,1
66,08:25:00,10:10:00,22,11,1
67,07:00:00,10:20:00,27,18,2
68,07:00:00,09:00:00,25,30,2
69,07:00:00,14:15:00,30,9,1
70,07:00:00,08:45:00,4,22,1
71,07:00:00,15:05:00,29,7,1
72,07:00:00,12:40:00,27,13,2
73,07:00:00,14:05:00,24,25,1
74,07:05:00,12:35:00,20,16,2
75,07:00:00,16:35:00,20,1,1
76,07:00:00,14:25:00,22,17,1
77,12:15:00,14:10:00,29,2,2
78,07:00:00,11:55:00,29,23,1
79,07:00:00,11:45:00,15,28,1
80,07:00:00,11:00:00,13,9,1
81,07:00:00,15:55:00,9,6,2
82,08:10:00,12:20:00,19,23,3
83,07:00:00,09:30:00,8,2,1
84,07:00:00,10:15:00,22,23,1
85,07:00:00,11:30:00,21,9,1
86,07:00:00,11:40:00,8,11,1
87,08:35:00,16:00:00,11,27,2
88,07:30:00,09:00:00,12,31,1
89,11:50:00,15:00:00,22,15,2
