id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,09:15:00,2,7,1
1,08:10:00,09:30:00,12,10,1
2,07:00:00,08:50:00,13,12,1
3,07:00:00,08:10:00,14,5,2
4,07:00:00,10:15:00,9,4,1
5,07:00:00,08:10:00,3,8,1
6,07:00:00,10:05:00,13,3,1
7,07:00:00,08:35:00,6,0,1
8,07:00:00,10:00:00,12,1,1
9,07:00:00,09:35:00,2,14,1
10,07:35:00,10:15:00,11,12,2
11,07:00:00,08:50:00,4,11,1
12,07:00:00,10:50:00,2,1,1
13,07:00:00,10:35:00,14,0,1
14,07:00:00,09:50:00,8,14,1
15,07:00:00,08:00:00,2,0,1
16,07:00:00,09:25:00,7,10,1
17,07:00:00,09:30:00,5,1,1
18,07:20:00,10:55:00,13,12,1
19,07:00:00,09:50:00,1,10,1
20,08:35:00,10:50:00,3,11,1
21,07:00:00,09:40:00,11,12,1
22,07:00:00,09:25:00,6,10,1
23,09:25:00,10:40:00,12,13,1
24,07:00:00,10:25:00,10,4,1
25,08:30:00,10:35:00,7,2,1
26,07:00:00,09:30:00,8,3,1
27,07:00:00,08:00:00,8,14,2
28,07:40:00,10:15:00,1,10,1
29,07:00:00,08:05:00,10,8,1
30,07:00:00,08:25:00,2,10,2
31,07:10:00,09:30:00,12,5,1
32,07:00:00,09:25:00,2,10,1
33,07:00:00,09:50:00,0,10,1
34,07:50:00,10:45:00,11,14,1
35,07:00:00,10:30:00,14,13,1
36,07:00:00,09:20:00,2,9,1
37,07:00:00,10:20:00,2,6,1
38,07:00:00,09:15:00,1,5,1
39,07:00:00,08:15:00,6,12,1
40,07:00:00,09:05:00,8,12,1
41,07:00:00,10:30:00,5,14,1
42,08:05:00,10:45:00,8,14,2
43,07:00:00,10:25:00,6,10,1
44,07:00:00,10:10:00,5,12,1
45,07:00:00,09:50:00,8,2,1
46,07:00:00,08:15:00,1,13,1
47,07:00:00,10:55:00,12,10,1
48,07:00:00,10:25:00,14,11,1
49,07:00:00,09:20:00,7,10,2
50,07:00:00,10:55:00,13,10,1
51,07:00:00,09:35:00,12,6,1
52,07:00:00,08:10:00,13,0,1
53,07:05:00,09:25:00,0,3,2
54,07:00:00,09:20:00,5,9,1
55,07:00:00,09:45:00,2,5,2
56,07:00:00,10:00:00,11,6,2
57,07:00:00,10:25:00,3,1,1
58,07:00:00,08:45:00,5,9,1
59,07:00:00,09:30:00,4,12,1
60,07:05:00,08:50:00,0,7,1
61,07:00:00,10:35:00,11,0,1
62,07:50:00,10:40:00,12,11,2
63,07:00:00,08:30:00,12,9,1
64,07:00:00,08:15:00,8,6,1
65,07:00:00,09:30:00,3,2,1
66,07:00:00,10:50:00,2,6,2
67,07:00:00,09:25:00,13,3,3
68,07:00:00,10:10:00,2,3,1
69,07:00:00,10:25:00,9,13,1
