id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,16:00:00,0,21,1
1,07:00:00,13:20:00,24,4,2
2,07:00:00,13:45:00,0,9,2
3,13:40:00,15:30:00,18,0,1
4,07:00:00,08:05:00,15,10,1
5,07:00:00,11:30:00,24,17,2
6,07:00:00,13:55:00,7,3,2
7,13:30:00,16:25:00,18,13,1
8,09:30:00,11:50:00,3,0,2
9,07:40:00,10:15:00,12,15,1
10,07:00:00,14:45:00,4,7,1
11,07:00:00,13:20:00,0,6,1
12,07:00:00,13:10:00,21,19,2
13,07:00:00,10:20:00,3,22,1
14,07:00:00,14:15:00,0,7,1
15,08:25:00,15:10:00,2,9,1
16,07:00:00,12:55:00,17,12,1
17,07:00:00,13:55:00,18,24,1
18,13:55:00,16:25:00,19,6,1
19,07:00:00,08:20:00,15,9,1
20,07:40:00,12:55:00,18,0,2
21,07:00:00,12:25:00,18,10,1
22,09:30:00,13:50:00,16,0,1
23,07:00:00,15:40:00,25,4,1
24,07:00:00,12:10:00,1,18,1
25,07:35:00,08:55:00,21,0,1
26,07:00:00,14:50:00,15,24,1
27,10:20:00,11:25:00,11,9,1
28,07:00:00,08:35:00,9,11,1
29,07:00:00,08:55:00,1,19,1
30,07:00:00,12:55:00,2,24,2
31,12:10:00,15:55:00,5,9,1
32,09:20:00,14:15:00,15,1,1
33,07:55:00,13:00:00,22,12,1
34,08:30:00,12:55:00,20,21,1
35,15:35:00,16:55:00,13,10,2
36,07:00:00,11:40:00,17,11,1
37,07:00:00,08:50:00,8,5,1
38,07:00:00,09:25:00,11,17,1
39,07:00:00,11:30:00,17,5,1
40,07:00:00,13:30:00,16,12,1
41,07:00:00,13:00:00,20,23,2
42,07:00:00,16:40:00,16,22,1
43,07:00:00,11:00:00,2,22,1
44,08:45:00,10:15:00,20,3,1
45,07:00:00,15:10:00,15,7,1
46,12:10:00,14:35:00,10,16,1
47,07:00:00,10:50:00,14,23,2
48,07:00:00,14:35:00,10,25,1
49,08:15:00,09:25:00,5,16,1
50,08:50:00,12:10:00,16,4,1
51,07:00:00,13:40:00,21,6,2
52,07:00:00,15:40:00,2,25,3
53,14:25:00,15:45:00,11,0,1
54,07:00:00,09:30:00,3,0,1
55,10:35:00,16:35:00,4,14,2
56,08:50:00,15:40:00,5,4,1
57,07:00:00,08:50:00,2,11,1
58,07:00:00,13:55:00,13,16,1
59,07:25:00,12:45:00,2,22,2
60,08:00:00,10:20:00,10,23,1
61,07:00:00,14:45:00,20,2,2
62,07:00:00,11:55:00,2,14,1
63,07:00:00,16:05:00,4,0,1
64,07:00:00,08:30:00,24,1,2
65,07:00:00,14:40:00,8,15,1
66,07:00:00,11:20:00,7,15,1
67,07:00:00,08:40:00,25,20,1
68,07:00:00,11:00:00,4,24,2
69,07:00:00,08:55:00,8,2,1
70,07:00:00,15:45:00,4,12,1
71,10:10:00,14:10:00,25,18,1
72,07:30:00,12:55:00,1,5,1
73,07:00:00,16:20:00,23,24,1
74,07:00:00,11:40:00,0,25,1
75,14:15:00,15:40:00,16,9,1
76,07:00:00,14:10:00,14,0,1
77,07:00:00,11:20:00,19,18,1
78,12:30:00,15:25:00,7,17,1
79,07:00:00,10:35:00,4,7,1
