id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,08:05:00,22,9,1
1,07:00:00,08:30:00,11,22,1
2,07:00:00,10:50:00,1,24,1
3,07:00:00,08:00:00,23,7,2
4,07:50:00,10:55:00,22,21,1
5,07:00:00,09:35:00,8,23,1
6,07:35:00,09:10:00,14,0,1
7,07:00:00,10:15:00,21,8,2
8,07:00:00,09:05:00,18,8,1
9,07:00:00,08:10:00,25,1,1
10,07:00:00,09:30:00,11,12,1
11,07:00:00,09:25:00,15,9,1
12,07:00:00,08:45:00,6,20,1
13,07:00:00,08:55:00,8,4,1
14,07:00:00,09:50:00,10,9,1
15,07:00:00,08:55:00,13,17,2
16,07:00:00,08:00:00,1,18,1
17,07:00:00,08:05:00,0,1,1
18,07:00:00,10:20:00,4,3,2
19,07:05:00,08:25:00,24,10,2
20,07:00:00,08:35:00,6,16,2
21,08:00:00,10:15:00,7,21,1
22,07:00:00,09:25:00,11,3,1
23,07:00:00,10:50:00,0,19,1
24,07:00:00,08:20:00,6,19,1
25,07:00:00,08:45:00,5,7,1
26,07:00:00,08:10:00,17,25,1
27,07:00:00,09:15:00,19,6,1
28,07:00:00,10:50:00,6,15,1
29,07:00:00,09:50:00,20,12,1
30,07:00:00,09:40:00,15,21,1
31,08:05:00,09:50:00,9,23,1
32,08:55:00,10:50:00,21,2,1
33,07:00:00,08:30:00,7,6,1
34,07:00:00,08:45:00,2,19,1
35,07:00:00,08:05:00,23,6,1
36,07:00:00,11:00:00,2,21,1
37,07:00:00,10:55:00,23,14,1
38,07:00:00,10:20:00,22,4,1
39,07:00:00,10:40:00,3,15,1
40,07:00:00,09:10:00,24,21,2
41,07:00:00,10:45:00,5,10,1
42,07:00:00,09:00:00,6,11,1
43,07:00:00,10:40:00,13,22,1
44,07:00:00,09:10:00,8,10,3
45,07:00:00,09:25:00,9,18,1
46,09:45:00,11:00:00,16,12,1
47,08:10:00,09:55:00,15,11,1
48,07:00:00,10:55:00,20,18,1
49,07:00:00,10:55:00,14,6,1
50,07:40:00,11:00:00,14,10,1
51,07:00:00,08:25:00,16,23,1
52,07:00:00,09:50:00,0,11,1
53,07:00:00,09:20:00,1,25,1
54,07:00:00,11:00:00,15,14,1
55,08:15:00,10:00:00,12,0,1
56,07:00:00,09:50:00,23,13,2
57,07:00:00,09:20:00,13,1,1
58,07:00:00,09:50:00,12,0,1
59,07:00:00,08:30:00,9,22,2
60,07:20:00,09:05:00,20,11,1
61,07:00:00,08:20:00,25,24,1
62,07:00:00,10:30:00,20,11,2
63,07:00:00,09:45:00,3,0,1
64,07:05:00,09:20:00,0,25,1
65,07:00:00,11:00:00,21,12,1
66,08:15:00,11:00:00,8,21,1
67,08:20:00,09:35:00,8,19,1
68,07:00:00,10:05:00,3,17,1
69,08:50:00,10:10:00,24,17,1
