4 120 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 365.0 380.0 36.22
2 2.0 1 70.0 85.0 36.23
3 2.0 1 125.0 140.0 36.05
4 2.0 2 295.0 310.0 24.27
5 2.0 2 365.0 380.0 37.43
6 2.0 1 100.0 115.0 22.43
7 2.0 1 255.0 270.0 20.3
8 2.0 1 355.0 370.0 41.12
9 2.0 2 185.0 200.0 35.93
10 2.0 1 195.0 210.0 27.08
11 2.0 2 385.0 400.0 49.35
12 2.0 1 240.0 255.0 40.52
13 2.0 1 380.0 395.0 14.87
14 2.0 1 400.0 415.0 14.57
15 2.0 1 90.0 105.0 14.87
16 2.0 1 110.0 125.0 17.85
17 2.0 1 120.0 135.0 38.23
18 2.0 1 365.0 380.0 29.37
19 2.0 1 185.0 200.0 20.45
20 2.0 1 180.0 195.0 42.42
21 2.0 1 250.0 265.0 49.35
22 2.0 1 120.0 135.0 14.87
23 2.0 2 380.0 395.0 22.43
24 2.0 1 130.0 145.0 22.43
25 2.0 1 315.0 330.0 48.53
26 2.0 1 365.0 380.0 20.45
27 2.0 1 260.0 275.0 30.78
28 2.0 1 375.0 390.0 37.22
29 2.0 2 375.0 390.0 48.57
30 2.0 1 300.0 315.0 34.37
31 2.0 1 75.0 90.0 37.43
32 2.0 2 240.0 255.0 49.35
33 2.0 2 335.0 350.0 42.42
34 2.0 1 190.0 205.0 14.87
35 2.0 1 110.0 125.0 42.08
36 2.0 1 100.0 115.0 29.37
37 2.0 2 160.0 175.0 45.38
38 2.0 3 325.0 340.0 36.0
39 2.0 1 160.0 175.0 11.28
40 2.0 1 230.0 245.0 14.57
41 2.0 1 145.0 160.0 37.22
42 2.0 1 375.0 390.0 37.77
43 2.0 1 235.0 250.0 39.53
44 2.0 1 85.0 100.0 42.12
45 2.0 1 115.0 130.0 39.53
46 2.0 1 265.0 280.0 38.23
47 2.0 1 325.0 340.0 42.42
48 2.0 1 200.0 215.0 22.55
49 2.0 1 80.0 95.0 41.63
50 2.0 1 75.0 90.0 18.63
51 2.0 2 345.0 360.0 37.63
52 2.0 1 130.0 145.0 17.85
53 2.0 2 65.0 80.0 27.5
54 2.0 1 85.0 100.0 42.08
55 2.0 1 420.0 435.0 44.22
56 2.0 1 65.0 80.0 42.08
57 2.0 2 305.0 320.0 30.85
58 2.0 2 185.0 200.0 27.08
59 2.0 1 340.0 355.0 43.87
60 2.0 2 200.0 215.0 22.68
61 2.0 -1 382.22 416.22 36.22
62 2.0 -1 87.23 121.23 36.23
63 2.0 -1 142.05 176.05 36.05
64 2.0 -2 304.27 334.27 24.27
65 2.0 -2 383.43 417.43 37.43
66 2.0 -1 108.43 137.43 22.43
67 2.0 -1 262.3 290.3 20.3
68 2.0 -1 376.12 411.12 41.12
69 2.0 -2 201.93 235.93 35.93
70 2.0 -1 206.08 237.08 27.08
71 2.0 -2 412.35 449.35 49.35
72 2.0 -1 260.52 295.52 40.52
73 2.0 -1 384.87 409.87 14.87
74 2.0 -1 404.57 429.57 14.57
75 2.0 -1 94.87 119.87 14.87
76 2.0 -1 115.85 142.85 17.85
77 2.0 -1 139.23 173.23 38.23
78 2.0 -1 377.37 409.37 29.37
79 2.0 -1 192.45 220.45 20.45
80 2.0 -1 202.42 237.42 42.42
81 2.0 -1 277.35 314.35 49.35
82 2.0 -1 124.87 149.87 14.87
83 2.0 -2 388.43 417.43 22.43
84 2.0 -1 138.43 167.43 22.43
85 2.0 -1 341.53 378.53 48.53
86 2.0 -1 372.45 400.45 20.45
87 2.0 -1 273.78 305.78 30.78
88 2.0 -1 393.22 427.22 37.22
89 2.0 -2 401.57 438.57 48.57
90 2.0 -1 316.37 349.37 34.37
91 2.0 -1 93.43 127.43 37.43
92 2.0 -2 267.35 304.35 49.35
93 2.0 -2 357.42 392.42 42.42
94 2.0 -1 194.87 219.87 14.87
95 2.0 -1 132.08 167.08 42.08
96 2.0 -1 112.37 144.37 29.37
97 2.0 -2 184.38 220.38 45.38
98 2.0 -3 342.0 376.0 36.0
99 2.0 -1 163.28 186.28 11.28
100 2.0 -1 234.57 259.57 14.57
101 2.0 -1 163.22 197.22 37.22
102 2.0 -1 393.77 427.77 37.77
103 2.0 -1 254.53 289.53 39.53
104 2.0 -1 107.12 142.12 42.12
105 2.0 -1 134.53 169.53 39.53
106 2.0 -1 284.23 318.23 38.23
107 2.0 -1 347.42 382.42 42.42
108 2.0 -1 208.55 237.55 22.55
109 2.0 -1 101.63 136.63 41.63
110 2.0 -1 81.63 108.63 18.63
111 2.0 -2 363.63 397.63 37.63
112 2.0 -1 135.85 162.85 17.85
113 2.0 -2 76.5 107.5 27.5
114 2.0 -1 107.08 142.08 42.08
115 2.0 -1 443.22 479.22 44.22
116 2.0 -1 87.08 122.08 42.08
117 2.0 -2 318.85 350.85 30.85
118 2.0 -2 196.08 227.08 27.08
119 2.0 -1 362.87 398.87 43.87
120 2.0 -2 208.68 237.68 22.68
121 0.0 0 0.0 660 660
