4 180 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 225.0 240.0 39.53
2 2.0 1 225.0 240.0 40.58
3 2.0 2 140.0 155.0 41.25
4 2.0 1 170.0 185.0 27.5
5 2.0 1 315.0 330.0 45.33
6 2.0 2 240.0 255.0 36.22
7 2.0 1 165.0 180.0 36.05
8 2.0 1 290.0 305.0 31.2
9 2.0 2 140.0 155.0 37.37
10 2.0 1 195.0 210.0 17.85
11 2.0 2 220.0 235.0 27.8
12 2.0 1 125.0 140.0 37.37
13 2.0 1 215.0 230.0 27.8
14 2.0 1 255.0 270.0 24.82
15 2.0 2 390.0 405.0 45.38
16 2.0 1 155.0 170.0 27.8
17 2.0 1 405.0 420.0 49.35
18 2.0 1 130.0 145.0 20.15
19 2.0 1 350.0 365.0 20.15
20 2.0 1 215.0 230.0 44.0
21 2.0 2 415.0 430.0 18.07
22 2.0 1 255.0 270.0 27.37
23 2.0 1 210.0 225.0 41.4
24 2.0 1 160.0 175.0 20.45
25 2.0 1 160.0 175.0 24.72
26 2.0 1 220.0 235.0 25.13
27 2.0 2 395.0 410.0 27.37
28 2.0 1 160.0 175.0 36.23
29 2.0 1 245.0 260.0 27.8
30 2.0 1 145.0 160.0 14.57
31 2.0 2 80.0 95.0 42.08
32 2.0 1 230.0 245.0 33.42
33 2.0 2 85.0 100.0 36.23
34 2.0 1 315.0 330.0 40.58
35 2.0 1 170.0 185.0 30.53
36 2.0 1 255.0 270.0 39.6
37 2.0 1 305.0 320.0 34.23
38 2.0 1 105.0 120.0 27.5
39 2.0 1 140.0 155.0 45.33
40 2.0 2 335.0 350.0 45.33
41 2.0 1 165.0 180.0 22.68
42 2.0 1 310.0 325.0 24.5
43 2.0 1 90.0 105.0 38.23
44 2.0 1 185.0 200.0 41.63
45 2.0 1 210.0 225.0 32.38
46 2.0 1 230.0 245.0 42.48
47 2.0 1 110.0 125.0 22.55
48 2.0 1 270.0 285.0 18.07
49 2.0 1 275.0 290.0 18.63
50 2.0 1 150.0 165.0 38.3
