4 60 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 410.0 425.0 39.9
2 2.0 1 240.0 255.0 26.62
3 2.0 1 395.0 410.0 36.05
4 2.0 1 250.0 265.0 30.53
5 2.0 1 305.0 320.0 38.3
6 2.0 1 405.0 420.0 42.42
7 2.0 1 60.0 75.0 36.23
8 2.0 1 90.0 105.0 42.08
9 2.0 2 260.0 275.0 27.37
10 2.0 2 270.0 285.0 41.63
11 2.0 2 195.0 210.0 29.37
12 2.0 1 260.0 275.0 40.12
13 2.0 1 185.0 200.0 30.78
14 2.0 1 340.0 355.0 41.08
15 2.0 1 380.0 395.0 38.12
16 2.0 1 105.0 120.0 34.23
17 2.0 1 85.0 100.0 41.12
18 2.0 1 375.0 390.0 27.5
19 2.0 1 260.0 275.0 27.37
20 2.0 1 250.0 265.0 18.07
21 2.0 1 60.0 75.0 38.25
22 2.0 1 190.0 205.0 39.6
23 2.0 1 365.0 380.0 14.87
24 2.0 1 375.0 390.0 49.35
25 2.0 1 415.0 430.0 22.43
26 2.0 1 65.0 80.0 36.23
27 2.0 1 115.0 130.0 34.37
28 2.0 1 80.0 95.0 22.38
29 2.0 2 230.0 245.0 44.3
30 2.0 1 240.0 255.0 24.82
31 2.0 -1 429.9 464.9 39.9
32 2.0 -1 250.62 281.62 26.62
33 2.0 -1 412.05 446.05 36.05
34 2.0 -1 263.53 295.53 30.53
35 2.0 -1 324.3 358.3 38.3
36 2.0 -1 427.42 462.42 42.42
37 2.0 -1 77.23 111.23 36.23
38 2.0 -1 112.08 147.08 42.08
39 2.0 -2 271.37 302.37 27.37
40 2.0 -2 291.63 326.63 41.63
41 2.0 -2 207.37 239.37 29.37
42 2.0 -1 280.12 315.12 40.12
43 2.0 -1 198.78 230.78 30.78
44 2.0 -1 361.08 396.08 41.08
45 2.0 -1 399.12 433.12 38.12
46 2.0 -1 121.23 154.23 34.23
47 2.0 -1 106.12 141.12 41.12
48 2.0 -1 386.5 417.5 27.5
49 2.0 -1 271.37 302.37 27.37
50 2.0 -1 256.07 283.07 18.07
51 2.0 -1 79.25 113.25 38.25
52 2.0 -1 209.6 244.6 39.6
53 2.0 -1 369.87 394.87 14.87
54 2.0 -1 402.35 439.35 49.35
55 2.0 -1 423.43 452.43 22.43
56 2.0 -1 82.23 116.23 36.23
57 2.0 -1 131.37 164.37 34.37
58 2.0 -1 88.38 117.38 22.38
59 2.0 -2 253.3 289.3 44.3
60 2.0 -1 249.82 279.82 24.82
61 0.0 0 0.0 660 660
