id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,11:35:00,10,12,1
1,07:00:00,10:25:00,9,7,1
2,08:50:00,12:45:00,2,8,1
3,07:00:00,14:20:00,10,5,1
4,14:15:00,16:00:00,5,0,1
5,07:00:00,15:35:00,4,6,1
6,07:00:00,13:10:00,10,11,2
7,07:00:00,09:40:00,11,10,1
8,07:00:00,13:05:00,10,2,1
9,07:00:00,12:05:00,9,3,1
10,07:00:00,09:20:00,2,0,1
11,08:05:00,14:10:00,8,13,1
12,07:55:00,11:45:00,3,12,1
13,14:40:00,16:15:00,8,13,1
14,08:25:00,13:15:00,7,1,1
15,11:05:00,14:00:00,13,11,1
16,08:50:00,13:45:00,9,13,1
17,07:00:00,13:45:00,10,5,1
18,07:00:00,15:45:00,11,12,1
19,07:00:00,11:35:00,3,12,3
20,11:30:00,13:15:00,0,1,1
21,07:00:00,08:25:00,3,11,1
22,09:20:00,11:50:00,3,10,1
23,07:00:00,08:00:00,4,1,1
24,11:50:00,12:50:00,3,13,1
25,08:10:00,15:50:00,13,7,1
26,07:00:00,10:10:00,3,7,1
27,07:00:00,08:15:00,3,2,1
28,07:00:00,13:15:00,0,3,1
29,07:00:00,09:05:00,10,8,1
