id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,12:30:00,9,4,2
1,07:00:00,16:10:00,11,9,1
2,07:00:00,08:10:00,10,9,1
3,07:15:00,12:20:00,2,10,1
4,12:50:00,15:10:00,9,7,1
5,07:00:00,11:00:00,0,11,1
6,07:00:00,08:50:00,10,0,1
7,07:00:00,11:35:00,2,9,1
8,07:00:00,13:55:00,3,8,1
9,07:00:00,13:55:00,2,3,1
10,07:00:00,09:10:00,3,13,1
11,07:50:00,15:55:00,7,13,1
12,10:50:00,12:00:00,8,1,2
13,07:00:00,08:05:00,4,5,1
14,07:35:00,10:50:00,13,2,1
15,07:25:00,16:30:00,10,9,1
16,07:00:00,11:35:00,12,6,1
17,08:10:00,13:25:00,13,3,1
18,07:00:00,08:20:00,1,12,1
19,10:10:00,11:25:00,1,10,1
20,07:00:00,12:05:00,6,2,1
21,07:00:00,11:30:00,9,11,1
22,10:55:00,16:00:00,0,11,1
23,14:05:00,16:30:00,4,7,1
24,07:00:00,08:50:00,1,3,1
25,07:00:00,09:15:00,13,12,1
26,12:05:00,16:05:00,12,1,1
27,07:00:00,14:40:00,3,10,2
28,07:00:00,10:40:00,6,12,1
29,07:00:00,08:20:00,6,4,1
30,07:00:00,12:50:00,13,10,2
31,13:00:00,16:20:00,2,6,2
32,07:15:00,13:20:00,9,1,1
33,07:00:00,12:05:00,9,12,3
34,09:50:00,12:35:00,8,3,1
35,07:00:00,13:10:00,13,5,1
36,07:00:00,09:05:00,1,9,1
37,13:10:00,14:35:00,4,6,1
38,07:00:00,13:25:00,9,13,1
39,07:00:00,12:55:00,7,12,1
40,07:00:00,12:20:00,12,8,1
41,07:00:00,12:10:00,0,13,1
42,07:00:00,14:00:00,9,3,2
43,07:00:00,09:35:00,11,7,2
44,07:00:00,10:00:00,2,13,1
45,07:00:00,11:35:00,3,0,1
46,07:00:00,14:40:00,4,5,1
47,07:00:00,11:40:00,2,0,1
48,07:15:00,11:15:00,2,5,1
49,07:00:00,16:40:00,2,10,1
50,07:00:00,08:10:00,8,10,1
51,07:00:00,13:15:00,8,11,1
52,07:00:00,15:15:00,3,10,1
53,07:00:00,15:05:00,4,6,1
54,07:00:00,08:25:00,3,8,1
55,12:05:00,13:55:00,9,1,1
56,08:45:00,12:55:00,4,10,1
57,07:00:00,15:30:00,8,5,1
58,07:00:00,11:10:00,13,1,2
59,07:00:00,09:25:00,8,11,2
60,07:00:00,11:40:00,10,11,1
61,07:00:00,13:35:00,1,2,1
62,09:05:00,12:45:00,7,10,2
63,08:20:00,16:50:00,8,0,1
64,07:00:00,12:25:00,3,5,1
65,07:00:00,16:20:00,1,0,1
66,07:00:00,08:35:00,5,1,1
67,07:00:00,11:30:00,6,2,1
68,07:00:00,13:50:00,10,6,2
69,11:40:00,14:35:00,4,10,1
70,07:15:00,15:30:00,8,6,1
71,10:40:00,13:35:00,8,0,2
72,10:35:00,16:15:00,5,11,1
73,07:00:00,08:15:00,13,11,1
74,09:30:00,12:55:00,6,7,2
75,07:00:00,14:20:00,12,6,1
76,07:00:00,14:10:00,0,1,1
77,07:00:00,14:50:00,1,8,1
78,14:30:00,16:40:00,11,9,1
79,07:00:00,08:40:00,4,0,1
80,07:00:00,12:00:00,4,0,1
81,07:00:00,12:35:00,2,11,1
82,07:00:00,11:30:00,11,2,1
83,07:00:00,09:05:00,9,13,1
84,11:15:00,16:20:00,2,0,1
85,14:35:00,16:35:00,3,9,1
86,07:00:00,11:20:00,2,13,1
87,07:00:00,15:10:00,8,13,1
88,07:00:00,09:50:00,12,7,1
89,07:00:00,15:50:00,0,5,1
