id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,11:20:00,9,7,2
1,07:00:00,10:35:00,10,0,2
2,07:00:00,09:45:00,5,6,1
3,07:00:00,11:15:00,8,0,1
4,09:30:00,10:55:00,0,3,1
5,07:00:00,08:10:00,5,2,1
6,07:00:00,12:50:00,6,1,1
7,07:00:00,11:55:00,5,3,2
8,07:00:00,13:55:00,6,8,1
9,10:30:00,12:55:00,1,13,1
10,08:25:00,14:00:00,5,9,1
11,07:00:00,08:40:00,4,5,1
12,07:00:00,13:10:00,12,7,2
13,08:15:00,13:25:00,6,5,1
14,07:00:00,08:20:00,12,4,1
15,07:00:00,09:40:00,8,6,1
16,07:55:00,13:45:00,11,6,2
17,09:35:00,13:40:00,12,8,1
18,09:40:00,10:40:00,11,7,1
19,08:55:00,13:40:00,5,10,2
20,08:45:00,10:35:00,1,13,1
21,07:00:00,11:00:00,9,1,1
22,07:00:00,11:10:00,6,10,1
23,07:35:00,13:15:00,2,1,2
24,07:00:00,12:50:00,11,1,1
25,07:00:00,09:55:00,4,8,1
26,07:00:00,08:30:00,3,11,1
27,07:00:00,09:35:00,13,8,2
28,07:00:00,12:00:00,9,1,1
29,07:00:00,10:40:00,4,6,1
30,07:10:00,12:15:00,12,7,1
31,07:00:00,09:05:00,10,2,1
32,07:00:00,08:10:00,3,5,2
33,08:20:00,11:35:00,4,7,1
34,07:00:00,09:55:00,1,4,1
35,07:40:00,13:50:00,10,6,1
36,07:00:00,08:20:00,2,0,1
37,09:50:00,13:05:00,0,12,1
38,07:00:00,11:40:00,0,10,1
39,07:00:00,10:30:00,12,2,2
40,07:00:00,09:00:00,4,11,1
41,07:00:00,11:25:00,11,13,1
42,07:00:00,09:10:00,7,5,2
43,07:15:00,11:00:00,2,7,1
44,10:25:00,13:20:00,3,4,1
45,08:05:00,10:50:00,7,5,1
46,07:00:00,13:35:00,9,3,1
47,07:00:00,08:30:00,0,11,1
48,07:00:00,08:00:00,11,8,1
49,07:00:00,09:35:00,10,9,2
50,07:00:00,08:35:00,11,5,1
51,07:00:00,09:45:00,9,8,1
52,08:25:00,13:00:00,1,0,2
53,07:00:00,08:25:00,11,2,2
54,08:00:00,13:55:00,10,11,1
55,07:00:00,11:05:00,7,12,1
56,07:00:00,09:00:00,7,8,1
57,07:05:00,10:05:00,10,1,1
58,10:10:00,11:40:00,5,1,1
59,07:00:00,12:10:00,4,9,1
