10 180 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 360.0 375.0 60.8
2 2.0 1 550.0 565.0 32.82
3 2.0 1 575.0 590.0 29.77
4 2.0 1 340.0 355.0 52.38
5 2.0 1 110.0 125.0 14.92
6 2.0 1 510.0 525.0 36.77
7 2.0 2 315.0 330.0 33.85
8 2.0 1 305.0 320.0 58.42
9 2.0 1 125.0 140.0 51.48
10 2.0 1 415.0 430.0 25.52
11 2.0 1 370.0 385.0 62.47
12 2.0 1 565.0 580.0 51.4
13 2.0 1 180.0 195.0 52.0
14 2.0 2 545.0 560.0 41.42
15 2.0 1 500.0 515.0 66.57
16 2.0 1 120.0 135.0 70.47
17 2.0 1 565.0 580.0 68.63
18 2.0 2 355.0 370.0 49.12
19 2.0 1 240.0 255.0 37.62
20 2.0 1 600.0 615.0 14.77
21 2.0 1 160.0 175.0 35.93
22 2.0 2 235.0 250.0 34.0
23 2.0 1 465.0 480.0 36.75
24 2.0 2 525.0 540.0 26.62
25 2.0 1 445.0 460.0 45.05
26 2.0 2 555.0 570.0 37.62
27 2.0 2 390.0 405.0 45.32
28 2.0 1 545.0 560.0 55.42
29 2.0 1 590.0 605.0 47.15
30 2.0 1 110.0 125.0 40.45
31 2.0 1 545.0 560.0 41.35
32 2.0 1 175.0 190.0 27.23
33 2.0 1 105.0 120.0 78.27
34 2.0 1 500.0 515.0 74.87
35 2.0 1 595.0 610.0 42.03
36 2.0 1 500.0 515.0 47.15
37 2.0 2 100.0 115.0 64.2
38 2.0 1 220.0 235.0 44.62
39 2.0 2 140.0 155.0 37.5
40 2.0 1 75.0 90.0 27.23
41 2.0 1 485.0 500.0 64.7
42 2.0 1 375.0 390.0 51.67
43 2.0 1 350.0 365.0 16.7
44 2.0 1 280.0 295.0 30.57
45 2.0 1 130.0 145.0 48.57
46 2.0 2 445.0 460.0 60.25
47 2.0 2 80.0 95.0 49.05
48 2.0 2 525.0 540.0 67.75
49 2.0 1 250.0 265.0 51.93
50 2.0 1 160.0 175.0 24.22
51 2.0 1 475.0 490.0 43.72
52 2.0 1 125.0 140.0 47.15
53 2.0 1 175.0 190.0 41.8
54 2.0 1 320.0 335.0 32.82
55 2.0 1 140.0 155.0 47.15
56 2.0 2 215.0 230.0 58.22
57 2.0 1 155.0 170.0 58.45
58 2.0 1 575.0 590.0 50.3
59 2.0 1 210.0 225.0 16.7
60 2.0 1 205.0 220.0 66.57
61 2.0 1 110.0 125.0 67.5
62 2.0 1 120.0 135.0 45.2
63 2.0 1 380.0 395.0 14.77
64 2.0 1 145.0 160.0 20.53
65 2.0 1 470.0 485.0 58.03
66 2.0 1 270.0 285.0 43.72
67 2.0 1 215.0 230.0 69.32
68 2.0 2 570.0 585.0 41.35
69 2.0 1 330.0 345.0 37.92
70 2.0 1 310.0 325.0 51.67
71 2.0 1 60.0 75.0 70.47
72 2.0 1 295.0 310.0 17.92
73 2.0 1 195.0 210.0 41.98
74 2.0 1 450.0 465.0 39.52
75 2.0 1 185.0 200.0 52.27
76 2.0 1 370.0 385.0 64.43
77 2.0 1 425.0 440.0 41.42
78 2.0 1 420.0 435.0 48.95
79 2.0 3 505.0 520.0 54.32
80 2.0 1 245.0 260.0 41.98
81 2.0 2 90.0 105.0 33.72
82 2.0 2 195.0 210.0 48.98
83 2.0 1 70.0 85.0 65.02
84 2.0 2 265.0 280.0 32.73
85 2.0 1 60.0 75.0 44.5
86 2.0 1 365.0 380.0 60.47
87 2.0 1 260.0 275.0 65.02
88 2.0 1 460.0 475.0 41.47
89 2.0 1 310.0 325.0 56.52
90 2.0 1 120.0 135.0 20.53
91 2.0 -1 396.8 435.8 60.8
92 2.0 -1 564.82 597.82 32.82
93 2.0 -1 587.77 619.77 29.77
94 2.0 -1 370.38 407.38 52.38
95 2.0 -1 114.92 139.92 14.92
96 2.0 -1 527.77 561.77 36.77
97 2.0 -2 330.85 363.85 33.85
98 2.0 -1 340.42 378.42 58.42
99 2.0 -1 154.48 191.48 51.48
100 2.0 -1 425.52 455.52 25.52
101 2.0 -1 408.47 447.47 62.47
102 2.0 -1 594.4 631.4 51.4
103 2.0 -1 210.0 247.0 52.0
104 2.0 -2 566.42 601.42 41.42
105 2.0 -1 541.57 581.57 66.57
106 2.0 -1 165.47 205.47 70.47
107 2.0 -1 608.63 648.63 68.63
108 2.0 -2 382.12 419.12 49.12
109 2.0 -1 258.62 292.62 37.62
110 2.0 -1 604.77 629.77 14.77
111 2.0 -1 176.93 210.93 35.93
112 2.0 -2 251.0 284.0 34.0
113 2.0 -1 482.75 516.75 36.75
114 2.0 -2 535.62 566.62 26.62
115 2.0 -1 469.05 505.05 45.05
116 2.0 -2 573.62 607.62 37.62
117 2.0 -2 414.32 450.32 45.32
118 2.0 -1 577.42 615.42 55.42
119 2.0 -1 616.15 652.15 47.15
120 2.0 -1 130.45 165.45 40.45
121 2.0 -1 566.35 601.35 41.35
122 2.0 -1 186.23 217.23 27.23
123 2.0 -1 157.27 198.27 78.27
124 2.0 -1 548.87 589.87 74.87
125 2.0 -1 617.03 652.03 42.03
126 2.0 -1 526.15 562.15 47.15
127 2.0 -2 140.2 179.2 64.2
128 2.0 -1 243.62 279.62 44.62
129 2.0 -2 158.5 192.5 37.5
130 2.0 -1 86.23 117.23 27.23
131 2.0 -1 525.7 564.7 64.7
132 2.0 -1 404.67 441.67 51.67
133 2.0 -1 355.7 381.7 16.7
134 2.0 -1 293.57 325.57 30.57
135 2.0 -1 156.57 193.57 48.57
136 2.0 -2 481.25 520.25 60.25
137 2.0 -2 107.05 144.05 49.05
138 2.0 -2 567.75 607.75 67.75
139 2.0 -1 279.93 316.93 51.93
140 2.0 -1 169.22 199.22 24.22
141 2.0 -1 497.72 533.72 43.72
142 2.0 -1 151.15 187.15 47.15
143 2.0 -1 196.8 231.8 41.8
144 2.0 -1 334.82 367.82 32.82
145 2.0 -1 166.15 202.15 47.15
146 2.0 -2 250.22 288.22 58.22
147 2.0 -1 190.45 228.45 58.45
148 2.0 -1 603.3 640.3 50.3
149 2.0 -1 215.7 241.7 16.7
150 2.0 -1 246.57 286.57 66.57
151 2.0 -1 152.5 192.5 67.5
152 2.0 -1 144.2 180.2 45.2
153 2.0 -1 384.77 409.77 14.77
154 2.0 -1 152.53 180.53 20.53
155 2.0 -1 505.03 543.03 58.03
156 2.0 -1 292.72 328.72 43.72
157 2.0 -1 259.32 299.32 69.32
158 2.0 -2 591.35 626.35 41.35
159 2.0 -1 348.92 382.92 37.92
160 2.0 -1 339.67 376.67 51.67
161 2.0 -1 105.47 145.47 70.47
162 2.0 -1 300.92 327.92 17.92
163 2.0 -1 216.98 251.98 41.98
164 2.0 -1 469.52 504.52 39.52
165 2.0 -1 215.27 252.27 52.27
166 2.0 -1 410.43 449.43 64.43
167 2.0 -1 446.42 481.42 41.42
168 2.0 -1 446.95 483.95 48.95
169 2.0 -3 536.32 574.32 54.32
170 2.0 -1 266.98 301.98 41.98
171 2.0 -2 105.72 138.72 33.72
