10 200 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 415.0 430.0 22.65
2 2.0 1 210.0 225.0 14.77
3 2.0 1 340.0 355.0 60.8
4 2.0 1 335.0 350.0 60.47
5 2.0 1 245.0 260.0 48.57
6 2.0 2 555.0 570.0 43.65
7 2.0 1 70.0 85.0 53.65
8 2.0 1 70.0 85.0 48.72
9 2.0 1 75.0 90.0 41.8
10 2.0 1 260.0 275.0 44.6
11 2.0 1 140.0 155.0 36.37
12 2.0 1 535.0 550.0 29.32
13 2.0 1 350.0 365.0 58.1
14 2.0 1 320.0 335.0 44.73
15 2.0 1 160.0 175.0 45.05
16 2.0 1 160.0 175.0 48.32
17 2.0 1 405.0 420.0 37.62
18 2.0 2 90.0 105.0 45.18
19 2.0 1 360.0 375.0 32.92
20 2.0 1 455.0 470.0 16.7
21 2.0 1 375.0 390.0 44.47
22 2.0 1 415.0 430.0 60.47
23 2.0 1 415.0 430.0 14.92
24 2.0 2 425.0 440.0 20.53
25 2.0 1 575.0 590.0 29.77
26 2.0 1 120.0 135.0 37.5
27 2.0 1 240.0 255.0 66.8
28 2.0 2 60.0 75.0 52.0
29 2.0 1 475.0 490.0 50.58
30 2.0 2 95.0 110.0 55.23
31 2.0 1 135.0 150.0 16.7
32 2.0 1 525.0 540.0 51.67
33 2.0 2 110.0 125.0 20.53
34 2.0 1 325.0 340.0 60.92
35 2.0 1 595.0 610.0 60.8
36 2.0 1 305.0 320.0 51.0
37 2.0 1 420.0 435.0 27.08
38 2.0 1 500.0 515.0 54.32
39 2.0 2 315.0 330.0 45.68
40 2.0 2 245.0 260.0 29.32
41 2.0 1 115.0 130.0 33.85
42 2.0 1 355.0 370.0 44.5
43 2.0 1 310.0 325.0 44.35
44 2.0 1 380.0 395.0 56.52
45 2.0 1 240.0 255.0 40.15
46 2.0 2 235.0 250.0 37.62
47 2.0 1 75.0 90.0 19.97
48 2.0 1 240.0 255.0 52.0
49 2.0 1 535.0 550.0 70.8
50 2.0 1 460.0 475.0 68.63
51 2.0 1 455.0 470.0 61.0
52 2.0 1 70.0 85.0 64.43
53 2.0 2 130.0 145.0 43.65
54 2.0 1 65.0 80.0 57.92
55 2.0 1 195.0 210.0 32.82
56 2.0 1 295.0 310.0 55.7
57 2.0 1 170.0 185.0 41.93
58 2.0 1 300.0 315.0 33.72
59 2.0 1 320.0 335.0 42.03
60 2.0 1 560.0 575.0 14.77
61 2.0 2 175.0 190.0 20.53
62 2.0 1 370.0 385.0 44.93
63 2.0 2 300.0 315.0 30.08
64 2.0 2 285.0 300.0 34.33
65 2.0 1 300.0 315.0 16.7
66 2.0 1 75.0 90.0 20.53
67 2.0 1 70.0 85.0 63.97
68 2.0 1 480.0 495.0 29.97
69 2.0 1 395.0 410.0 38.15
70 2.0 1 225.0 240.0 29.32
71 2.0 1 555.0 570.0 58.22
72 2.0 1 130.0 145.0 51.48
73 2.0 2 430.0 445.0 70.35
74 2.0 1 440.0 455.0 20.53
75 2.0 1 330.0 345.0 22.72
76 2.0 1 545.0 560.0 51.4
77 2.0 1 170.0 185.0 62.83
78 2.0 1 560.0 575.0 42.33
79 2.0 1 400.0 415.0 60.25
80 2.0 1 85.0 100.0 20.53
81 2.0 1 120.0 135.0 22.65
82 2.0 1 100.0 115.0 33.72
83 2.0 1 115.0 130.0 44.67
84 2.0 2 185.0 200.0 37.4
85 2.0 1 510.0 525.0 36.77
86 2.0 1 150.0 165.0 26.7
87 2.0 1 550.0 565.0 56.0
88 2.0 1 525.0 540.0 64.27
89 2.0 2 95.0 110.0 48.83
90 2.0 1 420.0 435.0 61.77
91 2.0 1 390.0 405.0 31.0
92 2.0 1 595.0 610.0 49.05
93 2.0 2 490.0 505.0 20.53
94 2.0 1 340.0 355.0 39.83
95 2.0 1 380.0 395.0 24.93
96 2.0 1 255.0 270.0 64.65
97 2.0 1 555.0 570.0 41.62
98 2.0 2 230.0 245.0 24.93
99 2.0 1 530.0 545.0 44.47
100 2.0 1 325.0 340.0 49.17
101 2.0 -1 423.65 452.65 22.65
102 2.0 -1 214.77 239.77 14.77
103 2.0 -1 376.8 415.8 60.8
104 2.0 -1 371.47 410.47 60.47
105 2.0 -1 271.57 308.57 48.57
106 2.0 -2 577.65 613.65 43.65
107 2.0 -1 100.65 138.65 53.65
108 2.0 -1 96.72 133.72 48.72
109 2.0 -1 96.8 131.8 41.8
110 2.0 -1 283.6 319.6 44.6
111 2.0 -1 157.37 191.37 36.37
112 2.0 -1 547.32 579.32 29.32
113 2.0 -1 385.1 423.1 58.1
114 2.0 -1 343.73 379.73 44.73
115 2.0 -1 184.05 220.05 45.05
116 2.0 -1 186.32 223.32 48.32
117 2.0 -1 423.62 457.62 37.62
118 2.0 -2 114.18 150.18 45.18
119 2.0 -1 374.92 407.92 32.92
120 2.0 -1 460.7 486.7 16.7
121 2.0 -1 398.47 434.47 44.47
122 2.0 -1 451.47 490.47 60.47
123 2.0 -1 419.92 444.92 14.92
124 2.0 -2 432.53 460.53 20.53
125 2.0 -1 587.77 619.77 29.77
126 2.0 -1 138.5 172.5 37.5
127 2.0 -1 281.8 321.8 66.8
128 2.0 -2 90.0 127.0 52.0
129 2.0 -1 503.58 540.58 50.58
130 2.0 -2 127.23 165.23 55.23
131 2.0 -1 140.7 166.7 16.7
132 2.0 -1 554.67 591.67 51.67
133 2.0 -2 117.53 145.53 20.53
134 2.0 -1 361.92 400.92 60.92
135 2.0 -1 631.8 670.8 60.8
136 2.0 -1 334.0 371.0 51.0
137 2.0 -1 431.08 462.08 27.08
138 2.0 -1 531.32 569.32 54.32
139 2.0 -2 339.68 375.68 45.68
140 2.0 -2 257.32 289.32 29.32
141 2.0 -1 130.85 163.85 33.85
142 2.0 -1 378.5 414.5 44.5
143 2.0 -1 333.35 369.35 44.35
144 2.0 -1 413.52 451.52 56.52
145 2.0 -1 260.15 295.15 40.15
146 2.0 -2 253.62 287.62 37.62
147 2.0 -1 81.97 109.97 19.97
148 2.0 -1 270.0 307.0 52.0
149 2.0 -1 580.8 620.8 70.8
150 2.0 -1 503.63 543.63 68.63
151 2.0 -1 492.0 531.0 61.0
152 2.0 -1 110.43 149.43 64.43
153 2.0 -2 152.65 188.65 43.65
154 2.0 -1 99.92 137.92 57.92
155 2.0 -1 209.82 242.82 32.82
156 2.0 -1 327.7 365.7 55.7
157 2.0 -1 191.93 226.93 41.93
158 2.0 -1 315.72 348.72 33.72
159 2.0 -1 342.03 377.03 42.03
160 2.0 -1 564.77 589.77 14.77
161 2.0 -2 182.53 210.53 20.53
162 2.0 -1 393.93 429.93 44.93
163 2.0 -2 313.08 345.08 30.08
164 2.0 -2 301.33 334.33 34.33
165 2.0 -1 305.7 331.7 16.7
166 2.0 -1 82.53 110.53 20.53
167 2.0 -1 109.97 148.97 63.97
168 2.0 -1 492.97 524.97 29.97
169 2.0 -1 414.15 448.15 38.15
170 2.0 -1 237.32 269.32 29.32
171 2.0 -1 590.22 628.22 58.22
172 2.0 -1 159.48 196.48 51.48
173 2.0 -2 475.35 515.35 70.35
174 2.0 -1 447.53 475.53 20.53
175 2.0 -1 338.72 367.72 22.72
176 2.0 -1 574.4 611.4 51.4
177 2.0 -1 208.83 247.83 62.83
178 2.0 -1 582.33 617.33 42.33
179 2.0 -1 436.25 475.25 60.25
180 2.0 -1 92.53 120.53 20.53
181 2.0 -1 128.65 157.65 22.65
182 2.0 -1 115.72 148.72 33.72
183 2.0 -1 138.67 174.67 44.67
184 2.0 -2 203.4 237.4 37.4
185 2.0 -1 527.77 561.77 36.77
186 2.0 -1 160.7 191.7 26.7
187 2.0 -1 583.0 621.0 56.0
188 2.0 -1 565.27 604.27 64.27
189 2.0 -2 121.83 158.83 48.83
190 2.0 -1 457.77 496.77 61.77
191 2.0 -1 404.0 436.0 31.0
192 2.0 -1 622.05 659.05 49.05
193 2.0 -2 497.53 525.53 20.53
194 2.0 -1 359.83 394.83 39.83
195 2.0 -1 389.93 419.93 24.93
196 2.0 -1 295.65 334.65 64.65
197 2.0 -1 576.62 611.62 41.62
198 2.0 -2 239.93 269.93 24.93
199 2.0 -1 553.47 589.47 44.47
200 2.0 -1 352.17 389.17 49.17
201 0.0 0 0.0 840 840
