id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,10:30:00,7,12,2
1,08:55:00,10:55:00,0,8,2
2,08:25:00,09:30:00,18,19,1
3,07:00:00,10:10:00,14,8,1
4,07:00:00,08:40:00,8,20,1
5,07:00:00,09:30:00,15,19,1
6,08:30:00,10:45:00,1,10,1
7,07:00:00,08:45:00,16,2,1
8,07:00:00,08:20:00,10,7,1
9,07:00:00,09:00:00,8,9,1
10,07:00:00,10:55:00,11,20,1
11,07:00:00,09:50:00,17,0,2
12,07:00:00,10:45:00,23,22,1
13,09:25:00,10:55:00,18,4,1
14,07:00:00,10:55:00,9,6,2
15,07:00:00,08:50:00,0,11,2
16,07:00:00,10:20:00,8,17,1
17,09:30:00,10:45:00,24,21,1
18,07:00:00,10:10:00,12,11,1
19,07:00:00,08:50:00,0,10,1
20,07:00:00,08:05:00,7,17,1
21,07:00:00,09:55:00,0,15,1
22,07:00:00,08:30:00,9,17,1
23,07:00:00,08:05:00,14,25,1
24,07:00:00,09:00:00,17,19,1
25,07:00:00,09:55:00,4,16,1
26,07:00:00,09:10:00,16,0,1
27,07:00:00,08:00:00,13,20,1
28,07:00:00,10:00:00,18,16,1
29,07:00:00,08:35:00,18,12,1
30,09:45:00,10:45:00,8,22,1
31,07:00:00,11:00:00,10,24,1
32,09:00:00,10:15:00,1,7,1
33,07:00:00,08:45:00,5,4,1
34,07:00:00,09:05:00,8,9,1
35,07:00:00,08:30:00,13,2,1
36,07:00:00,10:15:00,3,9,1
37,07:00:00,10:05:00,15,20,1
38,07:00:00,08:30:00,1,7,1
39,08:40:00,10:35:00,16,4,2
