4 120 840 6 0
0 0.0 0 0.0 840 840
1 2.0 2 565.0 580.0 37.27
2 2.0 2 290.0 305.0 40.58
3 2.0 1 135.0 150.0 37.37
4 2.0 2 490.0 505.0 22.55
5 2.0 2 340.0 355.0 33.93
6 2.0 1 515.0 530.0 39.6
7 2.0 1 555.0 570.0 26.62
8 2.0 1 550.0 565.0 36.23
9 2.0 1 550.0 565.0 11.28
10 2.0 1 150.0 165.0 30.5
11 2.0 1 315.0 330.0 20.75
12 2.0 1 590.0 605.0 18.07
13 2.0 1 355.0 370.0 41.4
14 2.0 1 535.0 550.0 27.37
15 2.0 2 375.0 390.0 27.8
16 2.0 1 450.0 465.0 20.45
17 2.0 1 510.0 525.0 40.12
18 2.0 1 80.0 95.0 26.62
19 2.0 1 70.0 85.0 38.25
20 2.0 1 110.0 125.0 29.92
21 2.0 1 565.0 580.0 18.63
22 2.0 1 325.0 340.0 14.87
23 2.0 2 495.0 510.0 37.52
24 2.0 2 160.0 175.0 22.43
25 2.0 1 310.0 325.0 27.5
26 2.0 1 550.0 565.0 31.2
27 2.0 1 565.0 580.0 33.93
28 2.0 1 490.0 505.0 30.78
29 2.0 1 130.0 145.0 36.23
30 2.0 2 155.0 170.0 29.92
31 2.0 1 545.0 560.0 49.78
32 2.0 2 85.0 100.0 12.82
33 2.0 1 150.0 165.0 41.12
34 2.0 2 185.0 200.0 45.38
35 2.0 1 165.0 180.0 22.43
36 2.0 1 195.0 210.0 39.9
37 2.0 1 195.0 210.0 22.55
38 2.0 1 400.0 415.0 27.8
39 2.0 2 185.0 200.0 33.93
40 2.0 2 165.0 180.0 27.37
41 2.0 1 120.0 135.0 29.37
42 2.0 1 440.0 455.0 36.23
43 2.0 1 380.0 395.0 40.12
44 2.0 1 495.0 510.0 26.62
45 2.0 2 440.0 455.0 33.42
46 2.0 1 285.0 300.0 22.55
47 2.0 1 170.0 185.0 39.6
48 2.0 1 520.0 535.0 44.37
49 2.0 1 575.0 590.0 14.57
50 2.0 2 445.0 460.0 18.63
51 2.0 2 400.0 415.0 27.5
52 2.0 1 420.0 435.0 11.28
53 2.0 1 475.0 490.0 37.37
54 2.0 2 205.0 220.0 30.78
55 2.0 1 265.0 280.0 38.23
56 2.0 1 295.0 310.0 32.73
57 2.0 1 85.0 100.0 14.57
58 2.0 2 265.0 280.0 35.93
59 2.0 2 595.0 610.0 11.28
60 2.0 1 365.0 380.0 36.05
61 2.0 -2 583.27 617.27 37.27
62 2.0 -2 310.58 345.58 40.58
63 2.0 -1 153.37 187.37 37.37
64 2.0 -2 498.55 527.55 22.55
65 2.0 -2 355.93 388.93 33.93
66 2.0 -1 534.6 569.6 39.6
67 2.0 -1 565.62 596.62 26.62
68 2.0 -1 567.23 601.23 36.23
69 2.0 -1 553.28 576.28 11.28
70 2.0 -1 163.5 195.5 30.5
71 2.0 -1 322.75 350.75 20.75
72 2.0 -1 596.07 623.07 18.07
73 2.0 -1 376.4 411.4 41.4
74 2.0 -1 546.37 577.37 27.37
75 2.0 -2 386.8 417.8 27.8
76 2.0 -1 457.45 485.45 20.45
77 2.0 -1 530.12 565.12 40.12
78 2.0 -1 90.62 121.62 26.62
79 2.0 -1 89.25 123.25 38.25
80 2.0 -1 122.92 154.92 29.92
81 2.0 -1 571.63 598.63 18.63
82 2.0 -1 329.87 354.87 14.87
83 2.0 -2 513.52 547.52 37.52
84 2.0 -2 168.43 197.43 22.43
85 2.0 -1 321.5 352.5 27.5
86 2.0 -1 564.2 596.2 31.2
87 2.0 -1 580.93 613.93 33.93
88 2.0 -1 503.78 535.78 30.78
89 2.0 -1 147.23 181.23 36.23
90 2.0 -2 167.92 199.92 29.92
91 2.0 -1 572.78 609.78 49.78
92 2.0 -2 88.82 112.82 12.82
93 2.0 -1 171.12 206.12 41.12
94 2.0 -2 209.38 245.38 45.38
95 2.0 -1 173.43 202.43 22.43
96 2.0 -1 214.9 249.9 39.9
97 2.0 -1 203.55 232.55 22.55
98 2.0 -1 411.8 442.8 27.8
99 2.0 -2 200.93 233.93 33.93
100 2.0 -2 176.37 207.37 27.37
101 2.0 -1 132.37 164.37 29.37
102 2.0 -1 457.23 491.23 36.23
103 2.0 -1 400.12 435.12 40.12
104 2.0 -1 505.62 536.62 26.62
105 2.0 -2 455.42 488.42 33.42
106 2.0 -1 293.55 322.55 22.55
107 2.0 -1 189.6 224.6 39.6
108 2.0 -1 543.37 579.37 44.37
109 2.0 -1 579.57 604.57 14.57
110 2.0 -2 451.63 478.63 18.63
111 2.0 -2 411.5 442.5 27.5
112 2.0 -1 423.28 446.28 11.28
113 2.0 -1 493.37 527.37 37.37
114 2.0 -2 218.78 250.78 30.78
115 2.0 -1 284.23 318.23 38.23
116 2.0 -1 309.73 342.73 32.73
117 2.0 -1 89.57 114.57 14.57
118 2.0 -2 281.93 315.93 35.93
119 2.0 -2 598.28 621.28 11.28
120 2.0 -1 382.05 416.05 36.05
121 0.0 0 0.0 840 840
