4 20 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 175.0 190.0 22.68
2 2.0 1 190.0 205.0 22.55
3 2.0 1 180.0 195.0 24.67
4 2.0 1 125.0 140.0 22.55
5 2.0 1 475.0 490.0 20.15
6 2.0 1 585.0 600.0 14.57
7 2.0 1 215.0 230.0 37.27
8 2.0 2 435.0 450.0 44.12
9 2.0 1 350.0 365.0 22.43
10 2.0 2 265.0 280.0 37.77
11 2.0 -1 183.68 212.68 22.68
12 2.0 -1 198.55 227.55 22.55
13 2.0 -1 189.67 219.67 24.67
14 2.0 -1 133.55 162.55 22.55
15 2.0 -1 482.15 510.15 20.15
16 2.0 -1 589.57 614.57 14.57
17 2.0 -1 233.27 267.27 37.27
18 2.0 -2 458.12 494.12 44.12
19 2.0 -1 358.43 387.43 22.43
20 2.0 -2 283.77 317.77 37.77
21 0.0 0 0.0 840 840
