4 80 660 6 0
0 0.0 0 0.0 660 660
1 2.0 2 290.0 305.0 36.48
2 2.0 1 70.0 85.0 37.53
3 2.0 1 90.0 105.0 20.72
4 2.0 3 115.0 130.0 45.13
5 2.0 1 200.0 215.0 36.25
6 2.0 1 200.0 215.0 39.7
7 2.0 1 240.0 255.0 33.08
8 2.0 1 205.0 220.0 24.37
9 2.0 1 90.0 105.0 41.0
10 2.0 3 100.0 115.0 36.33
11 2.0 1 295.0 310.0 24.13
12 2.0 2 340.0 355.0 24.83
13 2.0 1 375.0 390.0 27.32
14 2.0 2 245.0 260.0 16.47
15 2.0 1 370.0 385.0 31.12
16 2.0 1 100.0 115.0 45.13
17 2.0 3 375.0 390.0 48.38
18 2.0 1 60.0 75.0 14.5
19 2.0 1 260.0 275.0 34.27
20 2.0 1 380.0 395.0 49.58
21 2.0 1 270.0 285.0 36.05
22 2.0 1 100.0 115.0 32.53
23 2.0 2 290.0 305.0 24.13
24 2.0 1 200.0 215.0 27.1
25 2.0 1 150.0 165.0 27.78
26 2.0 1 90.0 105.0 29.95
27 2.0 1 295.0 310.0 32.6
28 2.0 1 125.0 140.0 39.65
29 2.0 1 260.0 275.0 36.48
30 2.0 1 315.0 330.0 49.58
31 2.0 1 255.0 270.0 37.67
32 2.0 1 170.0 185.0 27.62
33 2.0 1 295.0 310.0 35.85
34 2.0 1 310.0 325.0 22.92
35 2.0 1 210.0 225.0 27.1
36 2.0 1 160.0 175.0 20.72
37 2.0 1 340.0 355.0 36.53
38 2.0 1 240.0 255.0 22.92
39 2.0 1 245.0 260.0 24.83
40 2.0 1 285.0 300.0 14.5
41 2.0 -2 307.48 341.48 36.48
42 2.0 -1 88.53 122.53 37.53
43 2.0 -1 97.72 125.72 20.72
44 2.0 -3 139.13 175.13 45.13
45 2.0 -1 217.25 251.25 36.25
46 2.0 -1 219.7 254.7 39.7
47 2.0 -1 255.08 288.08 33.08
48 2.0 -1 214.37 244.37 24.37
49 2.0 -1 111.0 146.0 41.0
50 2.0 -3 117.33 151.33 36.33
51 2.0 -1 304.13 334.13 24.13
52 2.0 -2 349.83 379.83 24.83
53 2.0 -1 386.32 417.32 27.32
54 2.0 -2 250.47 276.47 16.47
55 2.0 -1 384.12 416.12 31.12
56 2.0 -1 124.13 160.13 45.13
57 2.0 -3 401.38 438.38 48.38
58 2.0 -1 64.5 89.5 14.5
59 2.0 -1 276.27 309.27 34.27
60 2.0 -1 407.58 444.58 49.58
61 2.0 -1 287.05 321.05 36.05
62 2.0 -1 114.53 147.53 32.53
63 2.0 -2 299.13 329.13 24.13
64 2.0 -1 211.1 242.1 27.1
65 2.0 -1 161.78 192.78 27.78
66 2.0 -1 102.95 134.95 29.95
67 2.0 -1 309.6 342.6 32.6
68 2.0 -1 144.65 179.65 39.65
69 2.0 -1 277.48 311.48 36.48
70 2.0 -1 342.58 379.58 49.58
71 2.0 -1 273.67 307.67 37.67
72 2.0 -1 181.62 212.62 27.62
73 2.0 -1 311.85 345.85 35.85
74 2.0 -1 318.92 347.92 22.92
75 2.0 -1 221.1 252.1 27.1
76 2.0 -1 167.72 195.72 20.72
77 2.0 -1 357.53 391.53 36.53
78 2.0 -1 248.92 277.92 22.92
79 2.0 -1 254.83 284.83 24.83
80 2.0 -1 289.5 314.5 14.5
81 0.0 0 0.0 660 660
