4 100 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 175.0 190.0 40.63
2 2.0 1 225.0 240.0 40.63
3 2.0 1 180.0 195.0 33.08
4 2.0 1 295.0 310.0 29.57
5 2.0 1 170.0 185.0 30.08
6 2.0 1 245.0 260.0 16.47
7 2.0 1 395.0 410.0 45.93
8 2.0 2 400.0 415.0 9.7
9 2.0 2 275.0 290.0 45.13
10 2.0 1 155.0 170.0 27.32
11 2.0 1 75.0 90.0 32.53
12 2.0 2 305.0 320.0 48.58
13 2.0 1 85.0 100.0 33.07
14 2.0 1 375.0 390.0 48.58
15 2.0 3 170.0 185.0 21.92
16 2.0 1 390.0 405.0 27.62
17 2.0 1 270.0 285.0 27.62
18 2.0 1 195.0 210.0 16.47
19 2.0 2 210.0 225.0 27.32
20 2.0 1 315.0 330.0 16.47
21 2.0 1 420.0 435.0 9.7
22 2.0 1 165.0 180.0 30.87
23 2.0 1 390.0 405.0 31.07
24 2.0 1 70.0 85.0 16.47
25 2.0 1 70.0 85.0 39.5
26 2.0 2 70.0 85.0 22.92
27 2.0 1 380.0 395.0 24.37
28 2.0 2 155.0 170.0 45.13
29 2.0 2 330.0 345.0 27.62
30 2.0 1 305.0 320.0 21.92
31 2.0 1 250.0 265.0 39.5
32 2.0 1 65.0 80.0 24.13
33 2.0 1 325.0 340.0 16.47
34 2.0 2 200.0 215.0 27.78
35 2.0 1 280.0 295.0 22.92
36 2.0 2 400.0 415.0 32.53
37 2.0 1 185.0 200.0 45.13
38 2.0 2 280.0 295.0 33.08
39 2.0 1 365.0 380.0 29.38
40 2.0 1 160.0 175.0 45.13
41 2.0 1 390.0 405.0 29.95
42 2.0 1 170.0 185.0 20.72
43 2.0 1 200.0 215.0 36.33
44 2.0 1 220.0 235.0 18.15
45 2.0 1 310.0 325.0 40.63
46 2.0 1 360.0 375.0 37.05
47 2.0 1 95.0 110.0 21.92
48 2.0 1 220.0 235.0 22.92
49 2.0 1 290.0 305.0 37.05
50 2.0 1 115.0 130.0 49.58
51 2.0 -1 195.63 230.63 40.63
52 2.0 -1 245.63 280.63 40.63
53 2.0 -1 195.08 228.08 33.08
54 2.0 -1 307.57 339.57 29.57
55 2.0 -1 183.08 215.08 30.08
56 2.0 -1 250.47 276.47 16.47
57 2.0 -1 419.93 455.93 45.93
58 2.0 -2 402.7 424.7 9.7
59 2.0 -2 299.13 335.13 45.13
60 2.0 -1 166.32 197.32 27.32
61 2.0 -1 89.53 122.53 32.53
62 2.0 -2 331.58 368.58 48.58
63 2.0 -1 100.07 133.07 33.07
64 2.0 -1 401.58 438.58 48.58
65 2.0 -3 177.92 206.92 21.92
66 2.0 -1 401.62 432.62 27.62
67 2.0 -1 281.62 312.62 27.62
68 2.0 -1 200.47 226.47 16.47
69 2.0 -2 221.32 252.32 27.32
70 2.0 -1 320.47 346.47 16.47
71 2.0 -1 422.7 444.7 9.7
72 2.0 -1 178.87 210.87 30.87
73 2.0 -1 404.07 436.07 31.07
74 2.0 -1 75.47 101.47 16.47
75 2.0 -1 89.5 124.5 39.5
76 2.0 -2 78.92 107.92 22.92
77 2.0 -1 389.37 419.37 24.37
78 2.0 -2 179.13 215.13 45.13
79 2.0 -2 341.62 372.62 27.62
80 2.0 -1 312.92 341.92 21.92
81 2.0 -1 269.5 304.5 39.5
82 2.0 -1 74.13 104.13 24.13
83 2.0 -1 330.47 356.47 16.47
84 2.0 -2 211.78 242.78 27.78
85 2.0 -1 288.92 317.92 22.92
86 2.0 -2 414.53 447.53 32.53
87 2.0 -1 209.13 245.13 45.13
88 2.0 -2 295.08 328.08 33.08
89 2.0 -1 377.38 409.38 29.38
90 2.0 -1 184.13 220.13 45.13
91 2.0 -1 402.95 434.95 29.95
92 2.0 -1 177.72 205.72 20.72
93 2.0 -1 217.33 251.33 36.33
94 2.0 -1 226.15 253.15 18.15
95 2.0 -1 330.63 365.63 40.63
96 2.0 -1 378.05 412.05 37.05
97 2.0 -1 102.92 131.92 21.92
98 2.0 -1 228.92 257.92 22.92
99 2.0 -1 308.05 342.05 37.05
100 2.0 -1 142.58 179.58 49.58
101 0.0 0 0.0 660 660
