10 40 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 435.0 450.0 54.1
2 2.0 1 120.0 135.0 20.72
3 2.0 1 325.0 340.0 50.48
4 2.0 1 120.0 135.0 37.8
5 2.0 2 460.0 475.0 46.45
6 2.0 1 300.0 315.0 22.92
7 2.0 1 495.0 510.0 41.98
8 2.0 2 585.0 600.0 35.7
9 2.0 2 325.0 340.0 51.05
10 2.0 1 80.0 95.0 36.18
11 2.0 1 395.0 410.0 33.08
12 2.0 1 335.0 350.0 64.13
13 2.0 1 60.0 75.0 30.08
14 2.0 1 115.0 130.0 50.17
15 2.0 2 145.0 160.0 14.5
16 2.0 1 75.0 90.0 41.0
17 2.0 1 260.0 275.0 44.63
18 2.0 1 440.0 455.0 46.63
19 2.0 2 565.0 580.0 50.78
20 2.0 1 410.0 425.0 49.32
21 2.0 -1 466.1 504.1 54.1
22 2.0 -1 127.72 155.72 20.72
23 2.0 -1 353.48 390.48 50.48
24 2.0 -1 138.8 172.8 37.8
25 2.0 -2 485.45 521.45 46.45
26 2.0 -1 308.92 337.92 22.92
27 2.0 -1 516.98 551.98 41.98
28 2.0 -2 601.7 635.7 35.7
29 2.0 -2 354.05 391.05 51.05
30 2.0 -1 97.18 131.18 36.18
31 2.0 -1 410.08 443.08 33.08
32 2.0 -1 375.13 414.13 64.13
33 2.0 -1 73.08 105.08 30.08
34 2.0 -1 143.17 180.17 50.17
35 2.0 -2 149.5 174.5 14.5
36 2.0 -1 96.0 131.0 41.0
37 2.0 -1 283.63 319.63 44.63
38 2.0 -1 465.63 501.63 46.63
39 2.0 -2 593.78 630.78 50.78
40 2.0 -1 437.32 474.32 49.32
41 0.0 0 0.0 840 840
