10 120 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 95.0 110.0 50.9
2 2.0 2 140.0 155.0 20.72
3 2.0 1 245.0 260.0 26.57
4 2.0 1 185.0 200.0 21.92
5 2.0 1 220.0 235.0 43.98
6 2.0 1 280.0 295.0 46.05
7 2.0 1 295.0 310.0 49.23
8 2.0 1 145.0 160.0 63.9
9 2.0 1 410.0 425.0 49.38
10 2.0 1 550.0 565.0 53.63
11 2.0 2 565.0 580.0 34.28
12 2.0 1 85.0 100.0 68.3
13 2.0 2 335.0 350.0 41.57
14 2.0 1 105.0 120.0 50.3
15 2.0 2 350.0 365.0 36.07
16 2.0 1 170.0 185.0 37.72
17 2.0 1 195.0 210.0 40.0
18 2.0 1 360.0 375.0 43.62
19 2.0 1 135.0 150.0 18.38
20 2.0 1 520.0 535.0 47.08
21 2.0 1 480.0 495.0 39.67
22 2.0 1 90.0 105.0 44.03
23 2.0 1 335.0 350.0 33.08
24 2.0 1 175.0 190.0 45.68
25 2.0 2 305.0 320.0 35.88
26 2.0 1 335.0 350.0 54.1
27 2.0 1 355.0 370.0 22.57
28 2.0 1 280.0 295.0 34.1
29 2.0 1 235.0 250.0 35.82
30 2.0 2 525.0 540.0 58.13
31 2.0 1 510.0 525.0 34.28
32 2.0 1 330.0 345.0 33.08
33 2.0 1 540.0 555.0 27.23
34 2.0 1 545.0 560.0 27.1
35 2.0 1 205.0 220.0 27.78
36 2.0 1 185.0 200.0 44.38
37 2.0 1 90.0 105.0 34.27
38 2.0 2 460.0 475.0 45.85
39 2.0 1 480.0 495.0 63.42
40 2.0 1 435.0 450.0 50.25
41 2.0 1 125.0 140.0 37.92
42 2.0 1 175.0 190.0 41.38
43 2.0 1 290.0 305.0 52.4
44 2.0 1 470.0 485.0 27.03
45 2.0 1 390.0 405.0 37.53
46 2.0 1 100.0 115.0 40.82
47 2.0 1 415.0 430.0 34.1
48 2.0 1 465.0 480.0 63.33
49 2.0 1 310.0 325.0 53.7
50 2.0 1 450.0 465.0 33.92
51 2.0 1 525.0 540.0 30.68
52 2.0 1 75.0 90.0 20.03
53 2.0 1 345.0 360.0 36.83
54 2.0 1 240.0 255.0 30.85
55 2.0 1 150.0 165.0 37.95
56 2.0 2 345.0 360.0 40.62
57 2.0 2 95.0 110.0 42.0
58 2.0 1 225.0 240.0 49.23
59 2.0 2 215.0 230.0 14.77
60 2.0 1 155.0 170.0 39.65
61 2.0 -1 123.9 160.9 50.9
62 2.0 -2 147.72 175.72 20.72
63 2.0 -1 255.57 286.57 26.57
64 2.0 -1 192.92 221.92 21.92
65 2.0 -1 242.98 278.98 43.98
66 2.0 -1 305.05 341.05 46.05
67 2.0 -1 322.23 359.23 49.23
68 2.0 -1 184.9 223.9 63.9
69 2.0 -1 437.38 474.38 49.38
70 2.0 -1 580.63 618.63 53.63
71 2.0 -2 581.28 614.28 34.28
72 2.0 -1 128.3 168.3 68.3
73 2.0 -2 356.57 391.57 41.57
74 2.0 -1 133.3 170.3 50.3
75 2.0 -2 367.07 401.07 36.07
76 2.0 -1 188.72 222.72 37.72
77 2.0 -1 215.0 250.0 40.0
78 2.0 -1 382.62 418.62 43.62
79 2.0 -1 141.38 168.38 18.38
80 2.0 -1 546.08 582.08 47.08
81 2.0 -1 499.67 534.67 39.67
82 2.0 -1 113.03 149.03 44.03
83 2.0 -1 350.08 383.08 33.08
84 2.0 -1 199.68 235.68 45.68
85 2.0 -2 321.88 355.88 35.88
86 2.0 -1 366.1 404.1 54.1
87 2.0 -1 363.57 392.57 22.57
88 2.0 -1 296.1 329.1 34.1
89 2.0 -1 251.82 285.82 35.82
90 2.0 -2 560.13 598.13 58.13
91 2.0 -1 526.28 559.28 34.28
92 2.0 -1 345.08 378.08 33.08
93 2.0 -1 551.23 582.23 27.23
94 2.0 -1 556.1 587.1 27.1
95 2.0 -1 216.78 247.78 27.78
96 2.0 -1 208.38 244.38 44.38
97 2.0 -1 106.27 139.27 34.27
98 2.0 -2 484.85 520.85 45.85
99 2.0 -1 519.42 558.42 63.42
100 2.0 -1 463.25 500.25 50.25
101 2.0 -1 143.92 177.92 37.92
102 2.0 -1 196.38 231.38 41.38
103 2.0 -1 320.4 357.4 52.4
104 2.0 -1 481.03 512.03 27.03
105 2.0 -1 408.53 442.53 37.53
106 2.0 -1 120.82 155.82 40.82
107 2.0 -1 431.1 464.1 34.1
108 2.0 -1 504.33 543.33 63.33
109 2.0 -1 340.7 378.7 53.7
110 2.0 -1 465.92 498.92 33.92
111 2.0 -1 538.68 570.68 30.68
112 2.0 -1 82.03 110.03 20.03
113 2.0 -1 362.83 396.83 36.83
114 2.0 -1 253.85 285.85 30.85
115 2.0 -1 168.95 202.95 37.95
116 2.0 -2 365.62 400.62 40.62
117 2.0 -2 117.0 152.0 42.0
118 2.0 -1 252.23 289.23 49.23
119 2.0 -2 219.77 244.77 14.77
120 2.0 -1 174.65 209.65 39.65
121 0.0 0 0.0 840 840
