10 100 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 80.0 95.0 22.38
2 2.0 1 575.0 590.0 54.0
3 2.0 1 470.0 485.0 57.47
4 2.0 1 200.0 215.0 48.97
5 2.0 1 120.0 135.0 54.73
6 2.0 1 575.0 590.0 56.92
7 2.0 1 435.0 450.0 31.12
8 2.0 1 530.0 545.0 62.43
9 2.0 1 415.0 430.0 41.57
10 2.0 1 385.0 400.0 30.0
11 2.0 1 155.0 170.0 48.32
12 2.0 2 95.0 110.0 32.53
13 2.0 1 505.0 520.0 24.23
14 2.0 1 550.0 565.0 49.97
15 2.0 1 405.0 420.0 48.32
16 2.0 1 240.0 255.0 34.1
17 2.0 1 440.0 455.0 45.28
18 2.0 2 110.0 125.0 33.08
19 2.0 1 485.0 500.0 30.7
20 2.0 1 115.0 130.0 12.95
21 2.0 1 480.0 495.0 44.1
22 2.0 1 235.0 250.0 22.23
23 2.0 1 580.0 595.0 50.3
24 2.0 2 240.0 255.0 34.03
25 2.0 2 165.0 180.0 56.77
26 2.0 2 535.0 550.0 18.03
27 2.0 1 165.0 180.0 37.02
28 2.0 1 250.0 265.0 22.57
29 2.0 1 65.0 80.0 49.05
30 2.0 1 255.0 270.0 45.83
31 2.0 2 365.0 380.0 61.28
32 2.0 1 390.0 405.0 51.43
33 2.0 1 435.0 450.0 18.15
34 2.0 1 240.0 255.0 51.87
35 2.0 1 360.0 375.0 46.05
36 2.0 1 125.0 140.0 57.58
37 2.0 1 505.0 520.0 29.95
38 2.0 2 390.0 405.0 29.37
39 2.0 1 335.0 350.0 49.05
40 2.0 1 575.0 590.0 27.23
41 2.0 1 145.0 160.0 56.92
42 2.0 1 250.0 265.0 57.77
43 2.0 1 345.0 360.0 71.87
44 2.0 1 525.0 540.0 46.35
45 2.0 2 430.0 445.0 32.48
46 2.0 1 520.0 535.0 52.52
47 2.0 1 535.0 550.0 24.13
48 2.0 1 515.0 530.0 37.8
49 2.0 1 165.0 180.0 16.53
50 2.0 2 425.0 440.0 48.5
51 2.0 -1 88.38 117.38 22.38
52 2.0 -1 606.0 644.0 54.0
53 2.0 -1 504.47 542.47 57.47
54 2.0 -1 226.97 263.97 48.97
55 2.0 -1 151.73 189.73 54.73
56 2.0 -1 608.92 646.92 56.92
57 2.0 -1 449.12 481.12 31.12
58 2.0 -1 568.43 607.43 62.43
59 2.0 -1 436.57 471.57 41.57
60 2.0 -1 398.0 430.0 30.0
61 2.0 -1 181.32 218.32 48.32
62 2.0 -2 109.53 142.53 32.53
63 2.0 -1 514.23 544.23 24.23
64 2.0 -1 577.97 614.97 49.97
65 2.0 -1 431.32 468.32 48.32
66 2.0 -1 256.1 289.1 34.1
67 2.0 -1 464.28 500.28 45.28
68 2.0 -2 125.08 158.08 33.08
69 2.0 -1 498.7 530.7 30.7
70 2.0 -1 118.95 142.95 12.95
71 2.0 -1 503.1 539.1 44.1
72 2.0 -1 243.23 272.23 22.23
73 2.0 -1 608.3 645.3 50.3
74 2.0 -2 256.03 289.03 34.03
75 2.0 -2 198.77 236.77 56.77
76 2.0 -2 541.03 568.03 18.03
77 2.0 -1 183.02 217.02 37.02
78 2.0 -1 258.57 287.57 22.57
79 2.0 -1 92.05 129.05 49.05
80 2.0 -1 279.83 315.83 45.83
81 2.0 -2 402.28 441.28 61.28
82 2.0 -1 419.43 456.43 51.43
83 2.0 -1 441.15 468.15 18.15
84 2.0 -1 269.87 306.87 51.87
85 2.0 -1 385.05 421.05 46.05
86 2.0 -1 159.58 197.58 57.58
87 2.0 -1 517.95 549.95 29.95
88 2.0 -2 402.37 434.37 29.37
89 2.0 -1 362.05 399.05 49.05
90 2.0 -1 586.23 617.23 27.23
91 2.0 -1 178.92 216.92 56.92
92 2.0 -1 284.77 322.77 57.77
93 2.0 -1 391.87 431.87 71.87
94 2.0 -1 550.35 586.35 46.35
95 2.0 -2 444.48 477.48 32.48
96 2.0 -1 550.52 587.52 52.52
97 2.0 -1 544.13 574.13 24.13
98 2.0 -1 533.8 567.8 37.8
99 2.0 -1 170.53 196.53 16.53
100 2.0 -2 451.5 488.5 48.5
101 0.0 0 0.0 840 840
