id, arrivalTime, startTime, pickUp, dropOff, amount
0,10:35:00,11:50:00,0,9,2
1,07:00:00,08:10:00,9,1,1
2,07:00:00,08:30:00,12,11,1
3,07:00:00,08:55:00,13,4,3
4,07:00:00,10:20:00,4,10,1
5,07:00:00,10:20:00,5,10,1
6,07:00:00,11:00:00,2,9,1
7,07:00:00,10:25:00,2,6,1
8,07:30:00,08:30:00,5,11,1
9,07:00:00,08:40:00,6,9,3
10,07:00:00,11:55:00,7,3,1
11,07:00:00,12:40:00,5,2,2
12,07:00:00,13:15:00,3,0,1
13,07:00:00,11:05:00,0,7,2
14,10:50:00,13:10:00,0,4,1
15,07:00:00,08:40:00,2,13,1
16,07:45:00,13:15:00,12,6,3
17,07:00:00,08:00:00,10,9,1
18,07:00:00,11:20:00,9,7,1
19,07:00:00,13:20:00,12,1,1
20,09:20:00,11:30:00,5,7,1
21,07:00:00,08:40:00,13,8,1
22,09:55:00,11:50:00,0,2,2
23,07:00:00,10:20:00,12,9,1
24,07:00:00,09:30:00,3,10,1
25,07:00:00,08:30:00,8,7,1
26,07:00:00,11:55:00,4,7,1
27,07:00:00,09:05:00,7,11,1
28,07:00:00,11:20:00,9,0,1
29,07:00:00,12:15:00,13,1,1
30,07:00:00,11:15:00,3,13,1
31,08:25:00,09:50:00,4,8,1
32,07:00:00,11:55:00,7,6,1
33,07:00:00,12:10:00,3,1,1
34,07:00:00,10:30:00,13,9,1
35,07:00:00,09:40:00,11,12,1
36,07:00:00,12:40:00,5,9,1
37,07:00:00,11:00:00,10,12,1
38,07:00:00,11:05:00,5,2,1
39,09:25:00,11:45:00,10,9,1
