id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,09:35:00,10,1,1
1,07:00:00,09:15:00,8,21,2
2,07:20:00,11:00:00,26,19,1
3,07:00:00,09:40:00,1,16,1
4,07:00:00,08:40:00,4,26,1
5,07:00:00,10:00:00,12,15,1
6,07:00:00,12:10:00,25,7,2
7,07:00:00,11:00:00,0,12,2
8,09:15:00,12:45:00,1,22,1
9,07:00:00,09:30:00,0,24,1
10,07:00:00,11:40:00,3,8,1
11,07:00:00,09:40:00,3,4,1
12,07:00:00,13:00:00,12,6,1
13,07:00:00,10:05:00,19,0,1
14,09:15:00,10:45:00,5,6,1
15,11:55:00,13:45:00,13,21,1
16,07:20:00,08:50:00,19,7,1
17,07:55:00,13:30:00,15,3,1
18,07:00:00,12:25:00,3,16,1
19,07:00:00,08:00:00,1,22,1
20,07:00:00,11:05:00,22,3,1
21,08:05:00,11:15:00,23,20,2
22,07:00:00,10:05:00,23,19,1
23,07:00:00,11:00:00,3,18,1
24,07:00:00,13:40:00,8,25,1
25,07:00:00,10:15:00,7,1,1
26,07:00:00,10:40:00,25,23,1
27,07:00:00,08:15:00,25,23,1
28,07:00:00,10:30:00,19,14,2
29,08:40:00,11:30:00,21,11,2
30,07:00:00,12:30:00,22,23,2
31,07:00:00,09:20:00,20,27,2
32,07:00:00,12:45:00,4,11,1
33,07:00:00,11:55:00,13,6,1
34,07:00:00,12:15:00,26,0,1
35,07:00:00,13:40:00,21,23,1
36,09:15:00,13:30:00,5,1,1
37,07:00:00,12:00:00,24,19,1
38,07:00:00,08:25:00,23,27,1
39,07:00:00,12:15:00,7,17,1
40,07:00:00,11:00:00,24,21,1
41,07:00:00,13:20:00,0,26,1
42,07:00:00,13:40:00,8,23,1
43,07:00:00,12:35:00,2,10,1
44,08:35:00,10:10:00,24,15,1
45,07:00:00,08:25:00,25,27,1
46,07:00:00,09:55:00,20,17,1
47,07:00:00,09:50:00,2,16,1
48,07:00:00,12:35:00,12,13,1
49,07:00:00,08:25:00,17,7,1
