id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,08:20:00,26,13,1
1,07:00:00,16:35:00,20,9,1
2,12:35:00,14:50:00,11,20,1
3,07:00:00,10:20:00,6,21,1
4,07:00:00,09:00:00,7,27,1
5,14:10:00,16:35:00,25,7,1
6,07:00:00,14:15:00,0,4,1
7,07:00:00,15:50:00,16,25,1
8,08:40:00,13:55:00,15,21,1
9,07:00:00,13:25:00,14,7,1
10,07:00:00,09:35:00,13,0,1
11,07:00:00,08:35:00,18,16,2
12,07:00:00,15:25:00,26,25,1
13,11:30:00,16:10:00,22,4,1
14,08:00:00,13:45:00,0,13,1
15,07:00:00,11:00:00,23,13,1
16,08:20:00,14:20:00,11,16,1
17,07:00:00,08:50:00,9,4,2
18,07:00:00,15:05:00,7,1,1
19,07:00:00,08:55:00,10,11,1
20,07:00:00,15:00:00,8,25,1
21,07:00:00,10:55:00,0,1,1
22,07:00:00,16:40:00,20,1,1
23,07:00:00,11:00:00,21,7,2
24,07:00:00,09:45:00,6,23,2
25,07:00:00,15:55:00,24,12,2
26,07:00:00,09:45:00,24,10,1
27,07:00:00,11:10:00,13,25,1
28,07:00:00,08:05:00,3,26,1
29,07:00:00,11:15:00,2,20,1
30,09:35:00,13:05:00,15,12,2
31,07:00:00,13:30:00,10,21,1
32,07:00:00,14:15:00,8,3,1
33,07:00:00,11:00:00,16,13,1
34,10:20:00,13:00:00,21,8,1
35,07:00:00,09:05:00,14,27,1
36,10:55:00,15:25:00,7,8,1
37,07:00:00,13:30:00,17,3,2
38,07:00:00,12:35:00,3,26,1
39,07:00:00,16:35:00,19,4,1
40,07:00:00,09:25:00,7,25,1
41,07:00:00,11:10:00,6,26,1
42,07:00:00,12:45:00,24,20,1
43,10:25:00,15:45:00,13,7,1
44,11:05:00,14:10:00,19,16,2
45,07:00:00,15:40:00,27,4,1
46,07:00:00,15:55:00,3,7,1
47,12:00:00,15:35:00,21,1,1
48,07:00:00,09:45:00,21,22,1
49,07:00:00,14:05:00,23,2,2
