6 80 480 6 0
0 0.0 0 0.0 480 480
1 2.0 1 215.0 230.0 13.08
2 2.0 1 215.0 230.0 22.92
3 2.0 1 95.0 110.0 36.62
4 2.0 1 120.0 135.0 24.13
5 2.0 1 120.0 135.0 16.73
6 2.0 1 90.0 105.0 27.2
7 2.0 1 125.0 140.0 24.45
8 2.0 1 70.0 85.0 27.0
9 2.0 1 215.0 230.0 36.25
10 2.0 1 140.0 155.0 40.0
11 2.0 2 235.0 250.0 18.43
12 2.0 1 180.0 195.0 33.77
13 2.0 1 190.0 205.0 35.82
14 2.0 2 125.0 140.0 42.08
15 2.0 1 140.0 155.0 36.3
16 2.0 1 70.0 85.0 27.98
17 2.0 1 80.0 95.0 46.63
18 2.0 1 145.0 160.0 49.53
19 2.0 1 180.0 195.0 30.27
20 2.0 1 110.0 125.0 27.0
21 2.0 1 235.0 250.0 22.92
22 2.0 1 200.0 215.0 22.92
23 2.0 1 230.0 245.0 22.23
24 2.0 1 190.0 205.0 56.85
25 2.0 2 185.0 200.0 50.17
26 2.0 1 230.0 245.0 27.0
27 2.0 2 130.0 145.0 14.77
28 2.0 1 200.0 215.0 34.27
29 2.0 1 215.0 230.0 24.9
30 2.0 1 210.0 225.0 32.38
31 2.0 1 140.0 155.0 44.83
32 2.0 1 240.0 255.0 37.05
33 2.0 3 160.0 175.0 18.43
34 2.0 2 140.0 155.0 43.85
35 2.0 1 225.0 240.0 26.57
36 2.0 1 205.0 220.0 45.28
37 2.0 1 135.0 150.0 64.05
38 2.0 1 165.0 180.0 36.35
39 2.0 1 60.0 75.0 37.55
40 2.0 2 175.0 190.0 45.13
41 2.0 -1 219.08 243.08 13.08
42 2.0 -1 223.92 252.92 22.92
43 2.0 -1 112.62 146.62 36.62
44 2.0 -1 129.13 159.13 24.13
45 2.0 -1 125.73 151.73 16.73
46 2.0 -1 101.2 132.2 27.2
47 2.0 -1 134.45 164.45 24.45
48 2.0 -1 81.0 112.0 27.0
49 2.0 -1 232.25 266.25 36.25
50 2.0 -1 160.0 195.0 40.0
51 2.0 -2 241.43 268.43 18.43
52 2.0 -1 195.77 228.77 33.77
53 2.0 -1 206.82 240.82 35.82
54 2.0 -2 147.08 182.08 42.08
55 2.0 -1 157.3 191.3 36.3
56 2.0 -1 81.98 112.98 27.98
57 2.0 -1 105.63 141.63 46.63
58 2.0 -1 172.53 209.53 49.53
59 2.0 -1 193.27 225.27 30.27
60 2.0 -1 121.0 152.0 27.0
61 2.0 -1 243.92 272.92 22.92
62 2.0 -1 208.92 237.92 22.92
63 2.0 -1 238.23 267.23 22.23
64 2.0 -1 223.85 261.85 56.85
65 2.0 -2 213.17 250.17 50.17
66 2.0 -1 241.0 272.0 27.0
67 2.0 -2 134.77 159.77 14.77
68 2.0 -1 216.27 249.27 34.27
69 2.0 -1 224.9 254.9 24.9
70 2.0 -1 224.38 257.38 32.38
71 2.0 -1 163.83 199.83 44.83
72 2.0 -1 258.05 292.05 37.05
73 2.0 -3 166.43 193.43 18.43
74 2.0 -2 162.85 198.85 43.85
75 2.0 -1 235.57 266.57 26.57
76 2.0 -1 229.28 265.28 45.28
77 2.0 -1 175.05 214.05 64.05
78 2.0 -1 182.35 216.35 36.35
79 2.0 -1 78.55 112.55 37.55
80 2.0 -2 199.13 235.13 45.13
81 0.0 0 0.0 480 480
