id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,08:15:00,11,9,2
1,07:00:00,11:35:00,0,17,1
2,08:30:00,13:00:00,6,9,1
3,07:00:00,14:35:00,7,11,1
4,09:55:00,15:40:00,0,5,1
5,07:00:00,10:00:00,11,7,2
6,07:00:00,09:45:00,14,15,1
7,07:00:00,15:35:00,8,3,1
8,07:00:00,09:05:00,0,7,2
9,07:10:00,09:55:00,0,5,1
10,07:00:00,10:55:00,4,6,1
11,07:00:00,10:20:00,7,5,1
12,07:00:00,12:55:00,20,12,1
13,07:15:00,17:00:00,15,17,1
14,10:05:00,12:00:00,0,7,1
15,07:00:00,10:15:00,1,2,1
16,07:00:00,13:25:00,18,0,1
17,07:00:00,08:20:00,8,9,1
18,09:15:00,15:45:00,10,13,1
19,07:00:00,11:20:00,2,4,1
20,07:00:00,09:30:00,16,6,1
21,12:55:00,16:55:00,15,10,1
22,07:00:00,15:25:00,5,6,2
23,07:00:00,10:15:00,2,13,1
24,07:35:00,16:35:00,18,9,1
25,07:00:00,10:40:00,19,11,1
26,07:00:00,12:30:00,0,14,1
27,07:00:00,13:55:00,1,6,2
28,07:00:00,13:55:00,3,5,2
29,07:00:00,13:50:00,14,2,2
30,12:50:00,15:15:00,3,11,1
31,11:40:00,14:20:00,15,18,1
32,07:00:00,10:15:00,16,0,1
33,07:00:00,13:25:00,8,16,1
34,12:20:00,13:50:00,5,6,1
35,07:35:00,14:40:00,5,8,1
36,07:00:00,08:00:00,18,17,1
37,07:00:00,08:25:00,6,17,3
38,07:00:00,16:45:00,15,10,1
39,07:00:00,09:00:00,9,17,1
40,07:00:00,08:55:00,19,10,1
41,07:00:00,08:35:00,7,4,1
42,07:00:00,09:15:00,7,10,1
43,07:00:00,14:45:00,17,12,1
44,07:00:00,16:40:00,9,3,2
45,07:00:00,09:15:00,4,10,1
46,07:00:00,14:20:00,4,11,1
47,10:10:00,14:20:00,0,14,1
48,07:00:00,13:35:00,9,20,1
49,07:00:00,10:35:00,5,8,1
50,07:00:00,14:35:00,12,13,1
51,07:00:00,12:20:00,3,18,1
52,07:00:00,08:25:00,9,10,1
53,07:00:00,12:20:00,18,5,1
54,09:20:00,15:35:00,9,13,1
55,07:00:00,10:35:00,11,7,1
56,08:05:00,15:05:00,11,2,1
57,07:00:00,11:20:00,5,19,1
58,07:00:00,13:55:00,5,15,1
59,07:00:00,10:55:00,15,14,1
60,07:00:00,15:30:00,12,15,1
61,07:00:00,08:00:00,14,16,1
62,13:10:00,16:55:00,18,12,1
63,07:00:00,11:35:00,12,9,1
64,07:00:00,10:00:00,3,9,1
65,07:00:00,09:15:00,5,7,1
66,07:00:00,09:45:00,14,4,2
67,07:00:00,11:50:00,16,18,1
68,07:00:00,09:30:00,10,17,1
69,07:00:00,11:25:00,16,12,2
70,07:00:00,11:10:00,20,8,1
71,07:00:00,08:55:00,0,18,1
72,07:00:00,10:50:00,8,9,1
73,11:15:00,15:35:00,20,6,1
74,07:00:00,12:45:00,20,17,1
75,07:00:00,09:25:00,16,12,1
76,07:00:00,10:30:00,11,19,1
77,09:00:00,14:15:00,18,16,1
78,07:00:00,15:45:00,13,18,1
79,07:30:00,08:45:00,19,11,1
80,07:00:00,11:00:00,18,6,1
81,07:00:00,09:15:00,20,3,1
82,07:00:00,08:40:00,15,2,2
83,11:20:00,16:25:00,19,1,1
84,07:00:00,16:00:00,11,5,2
85,07:00:00,10:15:00,11,16,1
86,07:00:00,08:25:00,3,5,1
87,07:00:00,14:30:00,15,6,1
88,13:50:00,17:00:00,12,10,1
89,07:00:00,10:40:00,2,11,2
