id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:45:00,16:20:00,13,14,1
1,07:00:00,10:30:00,8,11,1
2,07:00:00,11:35:00,14,5,1
3,07:00:00,09:35:00,7,4,1
4,11:20:00,16:20:00,11,8,1
5,07:00:00,09:15:00,1,0,1
6,07:00:00,09:20:00,13,14,1
7,07:00:00,15:45:00,5,11,1
8,07:00:00,14:25:00,3,2,1
9,07:00:00,14:30:00,4,13,1
10,10:25:00,16:35:00,9,12,2
11,07:00:00,09:10:00,12,4,1
12,07:00:00,14:50:00,12,1,1
13,10:45:00,14:25:00,7,8,1
14,07:00:00,13:55:00,7,3,1
15,07:00:00,11:00:00,5,1,2
16,07:00:00,13:10:00,11,10,1
17,07:10:00,15:45:00,5,3,2
18,07:00:00,11:45:00,2,12,1
19,07:15:00,09:45:00,7,13,1
20,07:00:00,09:05:00,13,5,1
21,07:00:00,10:15:00,8,7,1
22,07:00:00,10:20:00,1,9,2
23,11:00:00,12:25:00,8,9,2
24,08:40:00,15:30:00,2,13,2
25,07:00:00,11:55:00,4,10,1
26,07:00:00,10:20:00,14,2,1
27,07:00:00,12:50:00,1,10,1
28,07:00:00,12:55:00,9,0,1
29,07:00:00,11:45:00,10,7,1
30,07:45:00,09:30:00,12,1,2
31,07:00:00,08:00:00,1,10,1
32,07:00:00,09:15:00,6,12,2
33,07:00:00,08:45:00,2,14,1
34,07:00:00,08:40:00,5,4,1
35,07:00:00,08:45:00,11,6,1
36,07:00:00,08:30:00,3,9,1
37,07:00:00,10:15:00,6,7,1
38,07:00:00,09:25:00,14,12,1
39,07:00:00,10:00:00,11,9,1
40,07:00:00,08:50:00,2,14,1
41,07:00:00,14:10:00,3,5,1
42,07:00:00,13:45:00,12,0,1
43,07:00:00,10:15:00,7,12,2
44,07:00:00,09:55:00,12,3,1
45,07:00:00,08:50:00,14,1,1
46,08:20:00,10:15:00,6,8,1
47,07:00:00,11:20:00,14,7,2
48,07:00:00,09:50:00,9,12,1
49,09:00:00,12:10:00,6,8,1
50,07:30:00,11:25:00,0,2,2
51,07:00:00,15:40:00,4,13,1
52,07:00:00,08:35:00,2,7,1
53,07:00:00,15:30:00,4,1,1
54,09:15:00,15:50:00,10,8,1
55,13:50:00,16:15:00,7,5,1
56,07:00:00,08:45:00,11,14,1
57,07:00:00,16:55:00,6,7,1
58,07:00:00,13:20:00,8,4,1
59,07:00:00,12:40:00,4,7,1
60,07:00:00,09:15:00,10,8,1
61,07:00:00,13:00:00,2,6,1
62,07:00:00,11:15:00,1,4,1
63,07:00:00,08:35:00,6,10,1
64,11:45:00,13:20:00,0,8,1
65,10:20:00,16:30:00,4,3,1
66,07:00:00,15:10:00,6,9,1
67,07:45:00,09:30:00,14,6,1
68,07:00:00,09:20:00,11,9,1
69,07:00:00,13:30:00,3,1,1
