6 20 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 200.0 215.0 37.92
2 2.0 1 405.0 420.0 32.38
3 2.0 1 65.0 80.0 21.92
4 2.0 1 125.0 140.0 27.23
5 2.0 1 400.0 415.0 36.25
6 2.0 1 70.0 85.0 41.38
7 2.0 1 415.0 430.0 18.22
8 2.0 2 60.0 75.0 24.13
9 2.0 1 380.0 395.0 30.27
10 2.0 2 115.0 130.0 49.53
11 2.0 -1 218.92 252.92 37.92
12 2.0 -1 419.38 452.38 32.38
13 2.0 -1 72.92 101.92 21.92
14 2.0 -1 136.23 167.23 27.23
15 2.0 -1 417.25 451.25 36.25
16 2.0 -1 91.38 126.38 41.38
17 2.0 -1 421.22 448.22 18.22
18 2.0 -2 69.13 99.13 24.13
19 2.0 -1 393.27 425.27 30.27
20 2.0 -2 142.53 179.53 49.53
21 0.0 0 0.0 660 660
