8 180 840 6 0
0 0.0 0 0.0 840 840
1 2.0 1 520.0 535.0 49.5
2 2.0 1 510.0 525.0 30.5
3 2.0 1 335.0 350.0 47.0
4 2.0 1 170.0 185.0 49.35
5 2.0 1 320.0 335.0 44.0
6 2.0 2 475.0 490.0 45.92
7 2.0 1 395.0 410.0 37.22
8 2.0 2 395.0 410.0 40.52
9 2.0 1 530.0 545.0 48.97
10 2.0 2 195.0 210.0 44.77
11 2.0 1 90.0 105.0 57.37
12 2.0 1 540.0 555.0 44.08
13 2.0 1 290.0 305.0 51.92
14 2.0 1 200.0 215.0 50.05
15 2.0 1 575.0 590.0 39.6
16 2.0 2 355.0 370.0 31.08
17 2.0 1 410.0 425.0 36.63
18 2.0 1 565.0 580.0 51.87
19 2.0 1 565.0 580.0 50.52
20 2.0 1 385.0 400.0 42.48
21 2.0 1 345.0 360.0 40.12
22 2.0 1 370.0 385.0 51.85
23 2.0 1 425.0 440.0 12.82
24 2.0 1 540.0 555.0 36.9
25 2.0 1 530.0 545.0 57.1
26 2.0 1 535.0 550.0 24.82
27 2.0 1 380.0 395.0 30.78
28 2.0 1 415.0 430.0 50.52
29 2.0 1 510.0 525.0 27.92
30 2.0 1 200.0 215.0 17.85
31 2.0 1 220.0 235.0 39.6
32 2.0 1 345.0 360.0 20.15
33 2.0 2 190.0 205.0 39.6
34 2.0 1 380.0 395.0 37.43
35 2.0 3 525.0 540.0 45.85
36 2.0 3 475.0 490.0 46.82
37 2.0 1 120.0 135.0 51.83
38 2.0 1 420.0 435.0 37.22
39 2.0 1 515.0 530.0 51.7
40 2.0 1 90.0 105.0 43.53
41 2.0 1 565.0 580.0 35.93
42 2.0 1 555.0 570.0 17.85
43 2.0 1 260.0 275.0 22.43
44 2.0 1 410.0 425.0 37.35
45 2.0 1 85.0 100.0 31.2
46 2.0 2 230.0 245.0 42.37
47 2.0 1 280.0 295.0 50.33
48 2.0 1 385.0 400.0 32.85
49 2.0 1 240.0 255.0 49.5
50 2.0 1 215.0 230.0 28.05
51 2.0 1 320.0 335.0 54.13
52 2.0 2 105.0 120.0 38.23
53 2.0 1 255.0 270.0 18.63
54 2.0 1 155.0 170.0 50.33
55 2.0 1 535.0 550.0 34.13
56 2.0 2 140.0 155.0 51.55
57 2.0 2 105.0 120.0 39.42
58 2.0 1 475.0 490.0 46.93
59 2.0 1 200.0 215.0 22.68
60 2.0 1 375.0 390.0 51.83
61 2.0 1 170.0 185.0 36.63
62 2.0 1 535.0 550.0 53.75
63 2.0 1 330.0 345.0 44.63
64 2.0 1 420.0 435.0 36.05
65 2.0 1 105.0 120.0 40.48
