8 40 840 6 0
0 0.0 0 0.0 840 840
1 2.0 2 405.0 420.0 50.27
2 2.0 1 360.0 375.0 30.5
3 2.0 2 245.0 260.0 52.07
4 2.0 2 265.0 280.0 34.37
5 2.0 1 90.0 105.0 22.38
6 2.0 1 530.0 545.0 48.53
7 2.0 1 70.0 85.0 47.22
8 2.0 1 350.0 365.0 40.18
9 2.0 1 375.0 390.0 40.12
10 2.0 2 565.0 580.0 46.22
11 2.0 1 530.0 545.0 30.12
12 2.0 1 385.0 400.0 20.45
13 2.0 1 355.0 370.0 27.0
14 2.0 1 465.0 480.0 43.87
15 2.0 2 315.0 330.0 29.28
16 2.0 1 115.0 130.0 52.07
17 2.0 1 405.0 420.0 54.1
18 2.0 2 355.0 370.0 52.1
19 2.0 1 105.0 120.0 57.2
20 2.0 1 515.0 530.0 53.75
21 2.0 -2 433.27 470.27 50.27
22 2.0 -1 373.5 405.5 30.5
23 2.0 -2 275.07 312.07 52.07
24 2.0 -2 281.37 314.37 34.37
25 2.0 -1 98.38 127.38 22.38
26 2.0 -1 556.53 593.53 48.53
27 2.0 -1 96.22 132.22 47.22
28 2.0 -1 370.18 405.18 40.18
29 2.0 -1 395.12 430.12 40.12
30 2.0 -2 590.22 626.22 46.22
31 2.0 -1 543.12 575.12 30.12
32 2.0 -1 392.45 420.45 20.45
33 2.0 -1 366.0 397.0 27.0
34 2.0 -1 487.87 523.87 43.87
35 2.0 -2 327.28 359.28 29.28
36 2.0 -1 145.07 182.07 52.07
37 2.0 -1 436.1 474.1 54.1
38 2.0 -2 385.1 422.1 52.1
39 2.0 -1 139.2 177.2 57.2
40 2.0 -1 545.75 583.75 53.75
41 0.0 0 0.0 840 840
