id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,14:00:00,5,1,1
1,12:45:00,14:20:00,7,5,1
2,07:35:00,12:10:00,12,2,1
3,07:00:00,16:30:00,0,5,1
4,07:00:00,10:40:00,13,5,1
5,07:00:00,11:20:00,6,10,1
6,08:30:00,10:25:00,14,13,1
7,07:00:00,08:40:00,2,10,1
8,07:00:00,08:25:00,10,5,1
9,07:00:00,11:35:00,8,10,1
10,07:00:00,15:45:00,6,12,1
11,07:00:00,16:35:00,13,6,1
12,07:00:00,17:00:00,6,7,1
13,13:20:00,16:35:00,8,2,1
14,07:00:00,14:45:00,1,7,1
15,10:25:00,13:00:00,0,14,1
16,07:00:00,14:15:00,14,9,1
17,07:00:00,13:20:00,8,7,1
18,07:00:00,10:55:00,5,1,1
19,07:00:00,10:15:00,9,6,1
20,07:50:00,13:45:00,3,2,1
21,07:00:00,12:30:00,9,4,2
22,07:30:00,08:35:00,14,13,1
23,14:50:00,15:55:00,1,10,1
24,08:35:00,16:20:00,3,7,1
25,07:00:00,09:50:00,12,14,2
26,08:25:00,13:15:00,5,2,1
27,07:00:00,16:35:00,14,11,1
28,07:00:00,09:50:00,2,11,1
29,09:35:00,13:10:00,10,7,1
