10 140 480 6 0
0 0.0 0 0.0 480 480
1 2.0 1 65.0 80.0 48.32
2 2.0 1 90.0 105.0 47.0
3 2.0 1 230.0 245.0 52.38
4 2.0 2 60.0 75.0 63.97
5 2.0 1 235.0 250.0 20.53
6 2.0 1 155.0 170.0 55.58
7 2.0 1 130.0 145.0 24.93
8 2.0 2 195.0 210.0 63.65
9 2.0 1 125.0 140.0 70.8
10 2.0 1 70.0 85.0 48.27
11 2.0 1 150.0 165.0 19.97
12 2.0 1 145.0 160.0 48.23
13 2.0 1 105.0 120.0 80.57
14 2.0 1 115.0 130.0 32.92
15 2.0 1 170.0 185.0 21.92
16 2.0 2 115.0 130.0 44.67
17 2.0 1 60.0 75.0 41.77
18 2.0 1 65.0 80.0 22.2
19 2.0 2 200.0 215.0 27.23
20 2.0 2 85.0 100.0 50.05
21 2.0 2 95.0 110.0 72.17
22 2.0 1 195.0 210.0 72.03
23 2.0 1 145.0 160.0 45.03
24 2.0 1 230.0 245.0 34.07
25 2.0 1 80.0 95.0 80.77
26 2.0 1 105.0 120.0 24.93
27 2.0 1 70.0 85.0 50.58
28 2.0 1 135.0 150.0 80.77
29 2.0 1 230.0 245.0 68.47
30 2.0 1 170.0 185.0 52.13
31 2.0 1 160.0 175.0 39.52
32 2.0 1 170.0 185.0 43.65
33 2.0 1 230.0 245.0 59.58
34 2.0 1 90.0 105.0 14.77
35 2.0 1 105.0 120.0 51.48
36 2.0 1 65.0 80.0 66.8
37 2.0 1 240.0 255.0 59.58
38 2.0 1 235.0 250.0 32.35
39 2.0 1 200.0 215.0 60.8
40 2.0 1 220.0 235.0 44.62
41 2.0 2 130.0 145.0 39.83
42 2.0 1 225.0 240.0 30.62
43 2.0 1 120.0 135.0 44.5
44 2.0 1 220.0 235.0 29.32
45 2.0 3 130.0 145.0 29.32
46 2.0 1 145.0 160.0 58.03
47 2.0 1 240.0 255.0 45.32
48 2.0 1 175.0 190.0 44.73
49 2.0 1 235.0 250.0 20.53
50 2.0 1 235.0 250.0 57.25
51 2.0 1 240.0 255.0 37.62
52 2.0 1 85.0 100.0 52.27
53 2.0 1 170.0 185.0 37.97
54 2.0 1 140.0 155.0 48.27
55 2.0 1 240.0 255.0 32.7
56 2.0 1 180.0 195.0 33.85
57 2.0 2 170.0 185.0 22.65
58 2.0 1 140.0 155.0 41.35
59 2.0 1 170.0 185.0 33.85
60 2.0 2 90.0 105.0 48.32
61 2.0 1 125.0 140.0 58.1
62 2.0 1 80.0 95.0 20.53
63 2.0 2 210.0 225.0 58.1
64 2.0 1 165.0 180.0 37.85
65 2.0 1 140.0 155.0 37.07
66 2.0 1 240.0 255.0 45.43
67 2.0 1 240.0 255.0 63.65
68 2.0 1 155.0 170.0 73.12
69 2.0 1 185.0 200.0 51.37
70 2.0 1 190.0 205.0 55.7
71 2.0 -1 91.32 128.32 48.32
72 2.0 -1 116.0 152.0 47.0
73 2.0 -1 260.38 297.38 52.38
74 2.0 -2 99.97 138.97 63.97
75 2.0 -1 242.53 270.53 20.53
76 2.0 -1 187.58 225.58 55.58
77 2.0 -1 139.93 169.93 24.93
78 2.0 -2 234.65 273.65 63.65
79 2.0 -1 170.8 210.8 70.8
80 2.0 -1 96.27 133.27 48.27
81 2.0 -1 156.97 184.97 19.97
82 2.0 -1 171.23 208.23 48.23
83 2.0 -1 159.57 200.57 80.57
84 2.0 -1 129.92 162.92 32.92
85 2.0 -1 177.92 206.92 21.92
86 2.0 -2 138.67 174.67 44.67
87 2.0 -1 81.77 116.77 41.77
88 2.0 -1 73.2 102.2 22.2
89 2.0 -2 211.23 242.23 27.23
90 2.0 -2 113.05 150.05 50.05
91 2.0 -2 142.17 182.17 72.17
92 2.0 -1 242.03 282.03 72.03
93 2.0 -1 169.03 205.03 45.03
94 2.0 -1 246.07 279.07 34.07
95 2.0 -1 134.77 175.77 80.77
96 2.0 -1 114.93 144.93 24.93
97 2.0 -1 98.58 135.58 50.58
98 2.0 -1 189.77 230.77 80.77
99 2.0 -1 273.47 313.47 68.47
100 2.0 -1 200.13 237.13 52.13
101 2.0 -1 179.52 214.52 39.52
102 2.0 -1 192.65 228.65 43.65
103 2.0 -1 265.58 304.58 59.58
104 2.0 -1 94.77 119.77 14.77
105 2.0 -1 134.48 171.48 51.48
