10 200 480 6 0
0 0.0 0 0.0 480 480
1 2.0 1 235.0 250.0 56.13
2 2.0 2 115.0 130.0 25.52
3 2.0 1 160.0 175.0 42.17
4 2.0 1 235.0 250.0 33.72
5 2.0 1 215.0 230.0 24.93
6 2.0 1 220.0 235.0 31.0
7 2.0 1 230.0 245.0 30.08
8 2.0 2 75.0 90.0 55.23
9 2.0 1 185.0 200.0 60.92
10 2.0 2 160.0 175.0 44.93
11 2.0 2 110.0 125.0 51.25
12 2.0 1 215.0 230.0 56.0
13 2.0 1 140.0 155.0 35.77
14 2.0 2 215.0 230.0 20.53
15 2.0 1 85.0 100.0 52.13
16 2.0 2 220.0 235.0 65.03
17 2.0 1 165.0 180.0 40.62
18 2.0 1 80.0 95.0 22.72
19 2.0 1 110.0 125.0 25.52
20 2.0 1 125.0 140.0 49.47
21 2.0 1 235.0 250.0 49.32
22 2.0 1 205.0 220.0 57.25
23 2.0 2 140.0 155.0 44.35
24 2.0 2 170.0 185.0 56.7
25 2.0 3 110.0 125.0 30.42
26 2.0 1 80.0 95.0 41.42
27 2.0 1 125.0 140.0 55.58
28 2.0 1 125.0 140.0 56.67
29 2.0 1 155.0 170.0 45.38
30 2.0 2 190.0 205.0 33.85
31 2.0 1 140.0 155.0 14.77
32 2.0 1 140.0 155.0 24.93
33 2.0 1 120.0 135.0 45.68
34 2.0 1 120.0 135.0 62.52
35 2.0 1 110.0 125.0 27.23
36 2.0 1 65.0 80.0 35.93
37 2.0 1 200.0 215.0 51.0
38 2.0 2 220.0 235.0 37.4
39 2.0 1 135.0 150.0 67.75
40 2.0 2 200.0 215.0 55.05
41 2.0 1 170.0 185.0 52.18
42 2.0 1 150.0 165.0 51.57
43 2.0 1 115.0 130.0 81.5
44 2.0 1 75.0 90.0 22.47
45 2.0 1 215.0 230.0 69.32
46 2.0 1 110.0 125.0 40.52
47 2.0 1 90.0 105.0 44.62
48 2.0 1 215.0 230.0 53.58
49 2.0 1 160.0 175.0 62.83
50 2.0 1 65.0 80.0 57.92
51 2.0 1 75.0 90.0 58.22
52 2.0 1 155.0 170.0 22.47
53 2.0 2 70.0 85.0 52.38
54 2.0 2 215.0 230.0 26.7
55 2.0 2 80.0 95.0 41.42
56 2.0 1 225.0 240.0 48.57
57 2.0 2 175.0 190.0 45.32
58 2.0 2 100.0 115.0 45.38
59 2.0 1 135.0 150.0 30.23
60 2.0 1 195.0 210.0 60.47
61 2.0 1 80.0 95.0 37.97
62 2.0 1 100.0 115.0 22.47
63 2.0 1 60.0 75.0 41.03
64 2.0 1 160.0 175.0 69.22
65 2.0 1 200.0 215.0 30.62
66 2.0 1 165.0 180.0 35.77
67 2.0 1 235.0 250.0 64.35
68 2.0 1 70.0 85.0 44.55
69 2.0 1 240.0 255.0 50.0
70 2.0 1 175.0 190.0 62.47
71 2.0 1 80.0 95.0 68.47
72 2.0 1 160.0 175.0 41.98
73 2.0 1 120.0 135.0 68.63
74 2.0 1 105.0 120.0 25.52
75 2.0 1 195.0 210.0 14.92
76 2.0 1 95.0 110.0 73.08
77 2.0 1 110.0 125.0 72.03
78 2.0 1 145.0 160.0 59.6
79 2.0 2 230.0 245.0 61.77
80 2.0 1 105.0 120.0 48.98
81 2.0 1 95.0 110.0 37.62
82 2.0 2 225.0 240.0 70.47
83 2.0 1 140.0 155.0 24.93
84 2.0 1 135.0 150.0 30.15
85 2.0 1 200.0 215.0 21.83
86 2.0 1 110.0 125.0 40.52
87 2.0 1 210.0 225.0 37.07
88 2.0 1 175.0 190.0 29.32
89 2.0 1 120.0 135.0 51.4
90 2.0 3 65.0 80.0 55.53
91 2.0 1 170.0 185.0 51.25
92 2.0 1 185.0 200.0 44.93
93 2.0 1 95.0 110.0 61.53
94 2.0 1 90.0 105.0 51.92
95 2.0 1 190.0 205.0 52.38
96 2.0 1 80.0 95.0 22.65
97 2.0 1 240.0 255.0 58.1
98 2.0 2 115.0 130.0 46.05
99 2.0 1 210.0 225.0 30.15
100 2.0 2 115.0 130.0 45.18
101 2.0 -1 268.13 306.13 56.13
102 2.0 -2 125.52 155.52 25.52
103 2.0 -1 182.17 217.17 42.17
104 2.0 -1 250.72 283.72 33.72
105 2.0 -1 224.93 254.93 24.93
106 2.0 -1 234.0 266.0 31.0
107 2.0 -1 243.08 275.08 30.08
108 2.0 -2 107.23 145.23 55.23
109 2.0 -1 221.92 260.92 60.92
110 2.0 -2 183.93 219.93 44.93
111 2.0 -2 139.25 176.25 51.25
112 2.0 -1 248.0 286.0 56.0
113 2.0 -1 156.77 190.77 35.77
114 2.0 -2 222.53 250.53 20.53
115 2.0 -1 115.13 152.13 52.13
116 2.0 -2 261.03 300.03 65.03
117 2.0 -1 185.62 220.62 40.62
118 2.0 -1 88.72 117.72 22.72
119 2.0 -1 120.52 150.52 25.52
120 2.0 -1 152.47 189.47 49.47
121 2.0 -1 262.32 299.32 49.32
122 2.0 -1 239.25 277.25 57.25
123 2.0 -2 163.35 199.35 44.35
124 2.0 -2 203.7 241.7 56.7
125 2.0 -3 123.42 155.42 30.42
126 2.0 -1 101.42 136.42 41.42
127 2.0 -1 157.58 195.58 55.58
128 2.0 -1 158.67 196.67 56.67
129 2.0 -1 179.38 215.38 45.38
130 2.0 -2 205.85 238.85 33.85
131 2.0 -1 144.77 169.77 14.77
132 2.0 -1 149.93 179.93 24.93
133 2.0 -1 144.68 180.68 45.68
134 2.0 -1 158.52 197.52 62.52
135 2.0 -1 121.23 152.23 27.23
136 2.0 -1 81.93 115.93 35.93
137 2.0 -1 229.0 266.0 51.0
138 2.0 -2 238.4 272.4 37.4
139 2.0 -1 177.75 217.75 67.75
140 2.0 -2 232.05 270.05 55.05
141 2.0 -1 200.18 237.18 52.18
142 2.0 -1 179.57 216.57 51.57
143 2.0 -1 170.5 211.5 81.5
144 2.0 -1 83.47 112.47 22.47
145 2.0 -1 259.32 299.32 69.32
146 2.0 -1 130.52 165.52 40.52
147 2.0 -1 113.62 149.62 44.62
148 2.0 -1 245.58 283.58 53.58
149 2.0 -1 198.83 237.83 62.83
150 2.0 -1 99.92 137.92 57.92
151 2.0 -1 110.22 148.22 58.22
152 2.0 -1 163.47 192.47 22.47
153 2.0 -2 100.38 137.38 52.38
154 2.0 -2 225.7 256.7 26.7
155 2.0 -2 101.42 136.42 41.42
156 2.0 -1 251.57 288.57 48.57
157 2.0 -2 199.32 235.32 45.32
158 2.0 -2 124.38 160.38 45.38
159 2.0 -1 148.23 180.23 30.23
160 2.0 -1 231.47 270.47 60.47
161 2.0 -1 98.97 132.97 37.97
162 2.0 -1 108.47 137.47 22.47
163 2.0 -1 81.03 116.03 41.03
164 2.0 -1 204.22 244.22 69.22
165 2.0 -1 213.62 245.62 30.62
166 2.0 -1 181.77 215.77 35.77
167 2.0 -1 275.35 314.35 64.35
168 2.0 -1 93.55 129.55 44.55
169 2.0 -1 268.0 305.0 50.0
170 2.0 -1 213.47 252.47 62.47
171 2.0 -1 123.47 163.47 68.47
172 2.0 -1 181.98 216.98 41.98
173 2.0 -1 163.63 203.63 68.63
174 2.0 -1 115.52 145.52 25.52
175 2.0 -1 199.92 224.92 14.92
176 2.0 -1 143.08 183.08 73.08
177 2.0 -1 157.03 197.03 72.03
178 2.0 -1 180.6 219.6 59.6
179 2.0 -2 267.77 306.77 61.77
180 2.0 -1 131.98 168.98 48.98
181 2.0 -1 113.62 147.62 37.62
182 2.0 -2 270.47 310.47 70.47
183 2.0 -1 149.93 179.93 24.93
184 2.0 -1 148.15 180.15 30.15
185 2.0 -1 207.83 236.83 21.83
186 2.0 -1 130.52 165.52 40.52
187 2.0 -1 228.07 262.07 37.07
188 2.0 -1 187.32 219.32 29.32
189 2.0 -1 149.4 186.4 51.4
190 2.0 -3 97.53 135.53 55.53
191 2.0 -1 199.25 236.25 51.25
192 2.0 -1 208.93 244.93 44.93
193 2.0 -1 132.53 171.53 61.53
194 2.0 -1 119.92 156.92 51.92
195 2.0 -1 220.38 257.38 52.38
196 2.0 -1 88.65 117.65 22.65
197 2.0 -1 275.1 313.1 58.1
198 2.0 -2 140.05 176.05 46.05
199 2.0 -1 223.15 255.15 30.15
200 2.0 -2 139.18 175.18 45.18
201 0.0 0 0.0 480 480
