id, arrivalTime, startTime, pickUp, dropOff, amount
0,07:00:00,15:00:00,5,23,1
1,07:00:00,16:15:00,12,25,1
2,08:20:00,12:35:00,24,1,1
3,07:00:00,15:00:00,17,23,2
4,07:00:00,08:40:00,21,2,1
5,07:00:00,09:45:00,24,3,2
6,07:00:00,15:10:00,25,21,1
7,07:00:00,14:15:00,8,7,1
8,07:00:00,14:10:00,13,14,1
9,07:00:00,13:30:00,1,18,1
10,07:00:00,09:30:00,12,22,1
11,07:05:00,16:15:00,2,9,1
12,09:35:00,15:05:00,24,14,1
13,07:00:00,09:40:00,25,13,1
14,07:00:00,08:15:00,6,4,1
15,07:00:00,08:20:00,7,9,1
16,08:25:00,16:20:00,20,12,1
17,07:00:00,10:25:00,9,19,1
18,13:25:00,14:30:00,20,6,1
19,07:00:00,13:50:00,10,1,1
20,07:00:00,12:00:00,15,18,1
21,07:00:00,09:05:00,21,8,1
22,07:00:00,10:00:00,3,0,1
23,07:00:00,15:00:00,7,21,1
24,07:00:00,09:45:00,17,24,1
25,12:00:00,14:50:00,25,0,1
26,12:15:00,16:20:00,5,1,1
27,07:00:00,10:45:00,7,13,1
28,07:00:00,13:10:00,24,16,1
29,07:00:00,13:50:00,21,15,1
30,08:15:00,11:40:00,12,19,2
31,07:00:00,11:40:00,15,18,1
32,12:45:00,14:05:00,24,13,1
33,07:00:00,10:25:00,15,6,1
34,07:00:00,13:40:00,17,3,3
35,07:00:00,13:10:00,16,22,2
36,07:50:00,15:35:00,10,8,2
37,08:25:00,11:55:00,9,21,1
38,07:00:00,12:15:00,5,7,2
39,07:00:00,10:15:00,25,16,1
40,14:30:00,16:45:00,11,13,2
41,12:55:00,16:35:00,21,25,2
42,07:00:00,10:10:00,7,9,1
43,07:00:00,12:15:00,3,2,1
44,11:20:00,12:45:00,23,4,1
45,07:00:00,10:35:00,17,10,1
46,07:00:00,15:45:00,1,9,1
47,14:20:00,16:40:00,7,11,1
48,12:25:00,15:55:00,21,22,2
49,07:00:00,10:30:00,14,7,1
50,07:00:00,12:10:00,14,21,2
51,08:20:00,09:20:00,19,5,1
52,07:35:00,13:35:00,12,13,2
53,08:15:00,11:05:00,10,23,1
54,07:00:00,13:25:00,1,0,2
55,07:00:00,12:45:00,24,16,2
56,07:00:00,13:25:00,11,25,1
57,12:35:00,13:55:00,21,11,1
58,07:00:00,11:20:00,2,4,1
59,10:50:00,16:15:00,0,5,1
