10 100 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 270.0 285.0 30.23
2 2.0 1 355.0 370.0 81.5
3 2.0 1 380.0 395.0 45.43
4 2.0 2 355.0 370.0 41.8
5 2.0 1 375.0 390.0 44.93
6 2.0 1 170.0 185.0 30.57
7 2.0 1 380.0 395.0 49.05
8 2.0 1 180.0 195.0 44.55
9 2.0 1 205.0 220.0 41.35
10 2.0 2 100.0 115.0 73.08
11 2.0 1 300.0 315.0 30.42
12 2.0 1 240.0 255.0 63.62
13 2.0 2 95.0 110.0 44.47
14 2.0 1 285.0 300.0 20.53
15 2.0 2 175.0 190.0 60.23
16 2.0 1 70.0 85.0 22.72
17 2.0 1 100.0 115.0 41.03
18 2.0 1 185.0 200.0 30.15
19 2.0 1 165.0 180.0 44.93
20 2.0 1 95.0 110.0 39.52
21 2.0 1 90.0 105.0 51.93
22 2.0 1 365.0 380.0 36.75
23 2.0 1 275.0 290.0 32.82
24 2.0 2 400.0 415.0 32.55
25 2.0 1 355.0 370.0 30.42
26 2.0 1 150.0 165.0 26.62
27 2.0 1 400.0 415.0 55.0
28 2.0 2 315.0 330.0 48.53
29 2.0 2 320.0 335.0 26.7
30 2.0 1 390.0 405.0 60.25
31 2.0 1 230.0 245.0 63.65
32 2.0 2 110.0 125.0 32.35
33 2.0 1 335.0 350.0 34.07
34 2.0 2 310.0 325.0 50.3
35 2.0 1 355.0 370.0 45.32
36 2.0 1 250.0 265.0 40.45
37 2.0 1 110.0 125.0 80.57
38 2.0 1 175.0 190.0 45.8
39 2.0 1 250.0 265.0 49.05
40 2.0 1 290.0 305.0 48.98
41 2.0 1 335.0 350.0 51.27
42 2.0 1 200.0 215.0 33.72
43 2.0 1 365.0 380.0 60.25
44 2.0 2 225.0 240.0 73.08
45 2.0 1 365.0 380.0 39.52
46 2.0 2 230.0 245.0 55.42
47 2.0 1 250.0 265.0 29.77
48 2.0 1 85.0 100.0 56.0
49 2.0 1 185.0 200.0 46.47
50 2.0 1 265.0 280.0 45.32
51 2.0 -1 283.23 315.23 30.23
52 2.0 -1 410.5 451.5 81.5
53 2.0 -1 404.43 440.43 45.43
54 2.0 -2 376.8 411.8 41.8
55 2.0 -1 398.93 434.93 44.93
56 2.0 -1 183.57 215.57 30.57
57 2.0 -1 407.05 444.05 49.05
58 2.0 -1 203.55 239.55 44.55
59 2.0 -1 226.35 261.35 41.35
60 2.0 -2 148.08 188.08 73.08
61 2.0 -1 313.42 345.42 30.42
62 2.0 -1 279.62 318.62 63.62
63 2.0 -2 118.47 154.47 44.47
64 2.0 -1 292.53 320.53 20.53
65 2.0 -2 211.23 250.23 60.23
66 2.0 -1 78.72 107.72 22.72
67 2.0 -1 121.03 156.03 41.03
68 2.0 -1 198.15 230.15 30.15
69 2.0 -1 188.93 224.93 44.93
70 2.0 -1 114.52 149.52 39.52
71 2.0 -1 119.93 156.93 51.93
72 2.0 -1 382.75 416.75 36.75
73 2.0 -1 289.82 322.82 32.82
74 2.0 -2 414.55 447.55 32.55
75 2.0 -1 368.42 400.42 30.42
76 2.0 -1 160.62 191.62 26.62
77 2.0 -1 432.0 470.0 55.0
78 2.0 -2 341.53 378.53 48.53
79 2.0 -2 330.7 361.7 26.7
80 2.0 -1 426.25 465.25 60.25
81 2.0 -1 269.65 308.65 63.65
82 2.0 -2 124.35 157.35 32.35
83 2.0 -1 351.07 384.07 34.07
84 2.0 -2 338.3 375.3 50.3
85 2.0 -1 379.32 415.32 45.32
86 2.0 -1 270.45 305.45 40.45
87 2.0 -1 164.57 205.57 80.57
88 2.0 -1 199.8 235.8 45.8
89 2.0 -1 277.05 314.05 49.05
90 2.0 -1 316.98 353.98 48.98
91 2.0 -1 364.27 401.27 51.27
92 2.0 -1 215.72 248.72 33.72
93 2.0 -1 401.25 440.25 60.25
94 2.0 -2 273.08 313.08 73.08
95 2.0 -1 384.52 419.52 39.52
96 2.0 -2 262.42 300.42 55.42
97 2.0 -1 262.77 294.77 29.77
98 2.0 -1 118.0 156.0 56.0
99 2.0 -1 210.47 246.47 46.47
100 2.0 -1 289.32 325.32 45.32
101 0.0 0 0.0 660 660
