10 160 660 6 0
0 0.0 0 0.0 660 660
1 2.0 1 290.0 305.0 48.57
2 2.0 1 95.0 110.0 37.77
3 2.0 2 315.0 330.0 50.58
4 2.0 1 300.0 315.0 67.17
5 2.0 1 275.0 290.0 72.27
6 2.0 1 180.0 195.0 56.15
7 2.0 1 415.0 430.0 30.57
8 2.0 1 325.0 340.0 60.47
9 2.0 1 65.0 80.0 74.87
10 2.0 1 370.0 385.0 49.43
11 2.0 1 80.0 95.0 80.57
12 2.0 1 305.0 320.0 36.77
13 2.0 2 235.0 250.0 21.92
14 2.0 1 120.0 135.0 60.8
15 2.0 2 360.0 375.0 23.03
16 2.0 1 250.0 265.0 70.47
17 2.0 1 205.0 220.0 60.92
18 2.0 1 190.0 205.0 52.27
19 2.0 1 390.0 405.0 31.0
20 2.0 1 80.0 95.0 29.97
21 2.0 1 140.0 155.0 42.03
22 2.0 1 345.0 360.0 47.15
23 2.0 2 120.0 135.0 80.57
24 2.0 1 245.0 260.0 48.95
25 2.0 1 215.0 230.0 54.07
26 2.0 1 300.0 315.0 56.67
27 2.0 1 165.0 180.0 39.7
28 2.0 2 115.0 130.0 33.85
29 2.0 1 415.0 430.0 22.65
30 2.0 1 185.0 200.0 37.07
31 2.0 1 250.0 265.0 69.22
32 2.0 1 420.0 435.0 50.97
33 2.0 2 180.0 195.0 62.7
34 2.0 1 305.0 320.0 32.92
35 2.0 1 150.0 165.0 27.23
36 2.0 1 305.0 320.0 52.22
37 2.0 1 190.0 205.0 23.03
38 2.0 1 60.0 75.0 37.72
39 2.0 1 260.0 275.0 45.27
40 2.0 1 150.0 165.0 54.68
41 2.0 1 150.0 165.0 70.9
42 2.0 1 285.0 300.0 47.0
43 2.0 2 85.0 100.0 29.77
44 2.0 1 245.0 260.0 58.03
45 2.0 1 280.0 295.0 36.75
46 2.0 1 375.0 390.0 54.92
47 2.0 1 195.0 210.0 19.97
48 2.0 1 170.0 185.0 21.92
49 2.0 1 205.0 220.0 45.05
50 2.0 2 130.0 145.0 49.12
51 2.0 1 355.0 370.0 72.03
52 2.0 1 340.0 355.0 39.7
53 2.0 1 230.0 245.0 32.55
54 2.0 1 175.0 190.0 14.77
55 2.0 1 255.0 270.0 32.82
56 2.0 2 330.0 345.0 14.77
57 2.0 1 70.0 85.0 57.73
58 2.0 1 215.0 230.0 45.32
59 2.0 2 85.0 100.0 72.03
60 2.0 1 110.0 125.0 58.1
61 2.0 1 120.0 135.0 65.02
62 2.0 1 155.0 170.0 76.13
63 2.0 1 365.0 380.0 41.42
64 2.0 2 355.0 370.0 70.8
65 2.0 1 255.0 270.0 69.22
66 2.0 1 190.0 205.0 48.57
67 2.0 2 160.0 175.0 14.77
68 2.0 1 335.0 350.0 49.73
69 2.0 1 355.0 370.0 72.03
70 2.0 1 120.0 135.0 73.12
71 2.0 1 265.0 280.0 45.03
72 2.0 1 415.0 430.0 51.0
73 2.0 1 255.0 270.0 35.93
74 2.0 1 240.0 255.0 56.67
75 2.0 1 265.0 280.0 21.92
76 2.0 1 290.0 305.0 48.72
77 2.0 1 305.0 320.0 21.92
78 2.0 1 240.0 255.0 57.73
79 2.0 1 420.0 435.0 37.02
80 2.0 1 350.0 365.0 22.72
81 2.0 -1 316.57 353.57 48.57
82 2.0 -1 113.77 147.77 37.77
83 2.0 -2 343.58 380.58 50.58
84 2.0 -1 342.17 382.17 67.17
85 2.0 -1 322.27 362.27 72.27
86 2.0 -1 213.15 251.15 56.15
87 2.0 -1 428.57 460.57 30.57
88 2.0 -1 361.47 400.47 60.47
89 2.0 -1 113.87 154.87 74.87
90 2.0 -1 397.43 434.43 49.43
91 2.0 -1 134.57 175.57 80.57
92 2.0 -1 322.77 356.77 36.77
93 2.0 -2 242.92 271.92 21.92
94 2.0 -1 156.8 195.8 60.8
95 2.0 -2 369.03 398.03 23.03
96 2.0 -1 295.47 335.47 70.47
97 2.0 -1 241.92 280.92 60.92
98 2.0 -1 220.27 257.27 52.27
99 2.0 -1 404.0 436.0 31.0
100 2.0 -1 92.97 124.97 29.97
101 2.0 -1 162.03 197.03 42.03
102 2.0 -1 371.15 407.15 47.15
103 2.0 -2 174.57 215.57 80.57
104 2.0 -1 271.95 308.95 48.95
105 2.0 -1 246.07 284.07 54.07
106 2.0 -1 333.67 371.67 56.67
107 2.0 -1 184.7 219.7 39.7
108 2.0 -2 130.85 163.85 33.85
109 2.0 -1 423.65 452.65 22.65
110 2.0 -1 203.07 237.07 37.07
111 2.0 -1 294.22 334.22 69.22
112 2.0 -1 448.97 485.97 50.97
113 2.0 -2 218.7 257.7 62.7
114 2.0 -1 319.92 352.92 32.92
115 2.0 -1 161.23 192.23 27.23
116 2.0 -1 335.22 372.22 52.22
117 2.0 -1 199.03 228.03 23.03
118 2.0 -1 78.72 112.72 37.72
119 2.0 -1 284.27 320.27 45.27
120 2.0 -1 181.68 219.68 54.68
121 2.0 -1 195.9 235.9 70.9
122 2.0 -1 311.0 347.0 47.0
123 2.0 -2 97.77 129.77 29.77
124 2.0 -1 280.03 318.03 58.03
125 2.0 -1 297.75 331.75 36.75
126 2.0 -1 406.92 444.92 54.92
127 2.0 -1 201.97 229.97 19.97
128 2.0 -1 177.92 206.92 21.92
129 2.0 -1 229.05 265.05 45.05
130 2.0 -2 157.12 194.12 49.12
131 2.0 -1 402.03 442.03 72.03
132 2.0 -1 359.7 394.7 39.7
133 2.0 -1 244.55 277.55 32.55
134 2.0 -1 179.77 204.77 14.77
135 2.0 -1 269.82 302.82 32.82
136 2.0 -2 334.77 359.77 14.77
137 2.0 -1 104.73 142.73 57.73
